iso	name	region	category	family	tags	tags_catalog	tags_auto	has_catalog_wikipedia_url	in_catalog	in_mixer_map	mixer_ready	bases	base_count	has_invalid_bases	invalid_bases	has_unique_base	base_set_key	base_set_cluster_size	wiki_lists	wiki_lists_direct	wiki_lists_inferred	wiki_inferred_by	wiki_titles	wiki_sources	wiki_names	wiki_items_count
-azd-dialect	ˀAzd dialect	Middle East	Afroasiatic	Other Arabic	dialect;extinct	extinct;dialect		false	true	true	true	18,22	2	false		false	18,22	1								0
-ejtun-dialect	Żejtun dialect	Middle East	Afroasiatic	Maghrebi	dialect	dialect		false	true	true	true	4,18,22	3	false		false	4,18,22	1								0
-sele	Åsele	Eurasia	Uralic	Southern Sami	hyphen		hyphen	false	true	true	true	9,274,426	3	false		false	9,274,426	1	tools/mixer-meta/wikipedia-uralic-languages-full.json		tools/mixer-meta/wikipedia-uralic-languages-full.json	category:Uralic	Wikipedia: List of Uralic languages – full family list	https://en.wikipedia.org/wiki/List_of_Uralic_languages		0
a-ou	A Ou	Asia	Tai-Kadai	Tai-Kadai	apostrophe;space		apostrophe;space	false	true	true	true	251,252,317,318,532,533	6	false		false	251,252,317,318,532,533	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
aas-whistled	Aas whistled	Europe	Romance	Gascon Occitan	gascon;occitan;whistled	occitan;gascon;whistled	whistled	true	true	true	true	2,232	2	false		false	2,232	7	tools/mixer-meta/wikipedia-languages-of-europe.json		tools/mixer-meta/wikipedia-languages-of-europe.json	region:Europe	Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe		0
abaga	Abaga	Pacific	Papuan	Kainantu–Goroka	apostrophe;space		apostrophe;space	false	true	true	true	25,193,197,263	4	false		false	25,193,197,263	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
abaza	Abaza	Caucasus	Northwest Caucasian	Northwest Caucasian	hyphen;space		hyphen;space	true	true	true	true	237,241	2	false		false	237,241	1	tools/mixer-meta/wikipedia-languages-of-europe.json	tools/mixer-meta/wikipedia-languages-of-europe.json			Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe	Abaza	1
abba-gorgoryos	Abba Gorgoryos	Middle East	Afroasiatic	North Ethiopic	apostrophe;diacritics;hyphen		apostrophe;diacritics;hyphen	false	true	true	true	2,23,138	3	false		false	2,23,138	1								0
abkhaz	Abkhaz	Caucasus	Northwest Caucasian	Northwest Caucasian	space		space	true	true	true	true	237	1	false		false	237	2	tools/mixer-meta/wikipedia-languages-of-europe.json	tools/mixer-meta/wikipedia-languages-of-europe.json			Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe	Abkhaz	1
abon	Abon	Africa	Niger-Congo	Niger-Congo	diacritics;hyphen		diacritics;hyphen	false	true	true	true	112,113,114	3	false		false	112,113,114	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json	tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa	Abon	1
aboriginal-pidgin-english	Aboriginal Pidgin English	Misc	Pidgin	English-based	hyphen;pidgin	pidgin	hyphen	false	true	true	true	1,22,312	3	false		false	1,22,312	1	tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json	tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json		family:English-based	Wikipedia: List of English-based pidgins – full article list	https://en.wikipedia.org/wiki/List_of_English-based_pidgins	Aboriginal Pidgin English	1
abron	Abron	Africa	Niger-Congo	Niger-Congo	hyphen		hyphen	false	true	true	true	112,113,115	3	false		false	112,113,115	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json	tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa	Abron	1
abruzzese	Abruzzese	Europe	Romance	Neapolitan	basilicata;italo-dalmatian;neapolitan;space	italo-dalmatian;neapolitan;basilicata	space	true	true	true	true	3,4,306	3	false		false	3,4,306	1	tools/mixer-meta/wikipedia-languages-of-europe.json		tools/mixer-meta/wikipedia-languages-of-europe.json	region:Europe	Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe		0
abui	Abui	Pacific	Papuan	Alor–Pantar	space		space	false	true	true	true	25,194,195,198,263	5	false		false	25,194,195,198,263	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
aca	Achagua	South America	Arawakan	Arawakan	hyphen;space		hyphen;space	true	true	true	true	177,421	2	false		false	177,421	1	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json			Wikipedia: Indigenous languages of the Americas – macro-family subset	https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas	Achagua	1
acadian	Acadian	Americas	Romance	Canadian				false	true	true	true	1,2,8	3	false		false	1,2,8	1	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json	tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json	region:Americas	Wikipedia: Indigenous languages of the Americas – macro-family subset;Wikipedia: List of languages by number of native speakers (seed subset)	https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas;https://en.wikipedia.org/wiki/List_of_languages_by_number_of_native_speakers	Acadian	1
ace	Acehnese	Southeast Asia	Austronesian	Malayo-Polynesian	space		space	true	true	true	true	518	1	false		true	518	1	tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-malayo-polynesian-oceanic-languages-blust-1999.json	tools/mixer-meta/wikipedia-languages-of-southeast-asia.json	tools/mixer-meta/wikipedia-malayo-polynesian-oceanic-languages-blust-1999.json	family:Malayo-Polynesian;region:Southeast Asia	Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Malayo-Polynesian and Oceanic named languages – Blust (1999) snapshot	https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/Malayo-Polynesian_languages; https://en.wikipedia.org/wiki/Oceanic_languages	Acehnese	1
achang	Achang	Sino-Tibetan region	Sino-Tibetan	Burmish	apostrophe		apostrophe	false	true	true	true	105,106	2	false		false	105,106	1	tools/mixer-meta/wikipedia-gongduk-language.json;tools/mixer-meta/wikipedia-languages-of-china-spoken-languages.json	tools/mixer-meta/wikipedia-languages-of-china-spoken-languages.json	tools/mixer-meta/wikipedia-gongduk-language.json	category:Sino-Tibetan	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative;Wikipedia: Languages of China – spoken languages	https://en.wikipedia.org/wiki/Gongduk_language;https://en.wikipedia.org/wiki/Languages_of_China	Achang	1
acheron	Acheron	Africa	Niger-Congo	Niger-Congo	hyphen		hyphen	false	true	true	true	112,113,116	3	false		false	112,113,116	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json	tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa	Acheron	1
achhami-doteli	Achhami (Doteli)	Asia	Indo-Aryan	Doteli				false	true	true	true	183,201,257	3	false		false	183,201,257	10	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-bangladesh.json;tools/mixer-meta/wikipedia-languages-of-nepal-census.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	tools/mixer-meta/wikipedia-languages-of-nepal-census.json	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-bangladesh.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	category:Indo-Aryan;region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of Bangladesh – Indo-Aryan and non-Indo-Aryan languages;Wikipedia: Languages of Nepal – census tables snapshot;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_Bangladesh;https://en.wikipedia.org/wiki/Languages_of_Nepal;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia	Achhami	1
acr	Achi	Mesoamerica	Mayan	Mayan	hyphen		hyphen	false	true	true	true	158,165	2	false		false	158,165	1	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json			Wikipedia: Indigenous languages of the Americas – macro-family subset	https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas	Achí	1
adang	Adang	Pacific	Papuan	Alor–Pantar				false	true	true	true	194,360	2	false		false	194,360	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
adara	Adara	Africa	Niger-Congo	Niger-Congo	diacritics;hyphen		diacritics;hyphen	false	true	true	true	112,113,117	3	false		false	112,113,117	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json	tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa	Adara	1
adeni-arabic	Adeni Arabic	Middle East	Afroasiatic	Peninsular	apostrophe;diacritics;hyphen		apostrophe;diacritics;hyphen	false	true	true	true	18,23	2	false		false	18,23	1								0
adjaran-georgian	Adjaran Georgian	Caucasus	Kartvelian	Georgian dialects	dialect	dialect		false	true	true	true	223	1	false		false	223	25								0
admiralty	Admiralty	Pacific	Austronesian	Austronesian	apostrophe;family;space	family	apostrophe;space	false	true	true	false	196,197,198	3	false		false	196,197,198	9	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
adnyamathanha	Adnyamathanha	Australia	Australian Aboriginal	Australian Aboriginal	apostrophe;diacritics;hyphen		apostrophe;diacritics;hyphen	true	true	true	true	23,132,312	3	false		false	23,132,312	1								0
adyghe	Adyghe	Caucasus	Northwest Caucasian	Northwest Caucasian	hyphen		hyphen	true	true	true	true	241	1	false		false	241	2	tools/mixer-meta/wikipedia-languages-of-europe.json	tools/mixer-meta/wikipedia-languages-of-europe.json			Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe	Adyghe	1
aeolian	Aeolian	Europe	Romance	Sicilian	space		space	false	true	true	true	3,280	2	false		false	3,280	1	tools/mixer-meta/wikipedia-languages-of-europe.json		tools/mixer-meta/wikipedia-languages-of-europe.json	region:Europe	Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe		0
afade-language	Afade language	Africa	Afroasiatic	Chadic	apostrophe;hyphen		apostrophe;hyphen	false	true	true	true	132,151	2	false		false	132,151	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
afar	Afar	Horn of Africa	Afroasiatic	Cushitic	hyphen		hyphen	true	true	true	true	133,140	2	false		false	133,140	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json			Wikipedia: Languages of Africa – full table snapshot	https://en.wikipedia.org/wiki/Languages_of_Africa	Afar	1
african-romance	African Romance	Africa	Romance	Latin	extinct;hyphen	extinct	hyphen	true	true	true	true	4,8,279	3	false		false	4,8,279	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json	tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset;Wikipedia: List of languages by number of native speakers (seed subset)	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/List_of_languages_by_number_of_native_speakers	African Romance	1
afrikaans	Afrikaans	Africa	Germanic	Germanic	hyphen		hyphen	true	true	true	true	268	1	false		false	268	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json;tools/mixer-meta/wikipedia-list-lingua-francas-full.json;tools/mixer-meta/wikipedia-mutually-intelligible-languages-full.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json;tools/mixer-meta/wikipedia-list-lingua-francas-full.json;tools/mixer-meta/wikipedia-mutually-intelligible-languages-full.json		region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset;Wikipedia: List of languages by number of native speakers (seed subset);Wikipedia: List of lingua francas – full article list;Wikipedia: List of mutually intelligible languages – full article list	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/List_of_languages_by_number_of_native_speakers;https://en.wikipedia.org/wiki/List_of_lingua_francas;https://en.wikipedia.org/wiki/List_of_mutually_intelligible_languages	Afrikaans	5
afro-seminole-creole	Afro-Seminole Creole	North America	Creole	English-based	creole	creole		false	true	true	true	1,277	2	false		false	1,277	1	tools/mixer-meta/wikipedia-languages-of-north-america.json;tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json		tools/mixer-meta/wikipedia-languages-of-north-america.json;tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json	family:English-based;region:North America	Wikipedia: Languages of North America;Wikipedia: List of English-based pidgins – full article list	https://en.wikipedia.org/wiki/Languages_of_North_America;https://en.wikipedia.org/wiki/List_of_English-based_pidgins		0
afroasiatic-family	Afroasiatic family	Middle East	Afroasiatic	Afroasiatic	apostrophe;diacritics;family;hyphen;space	family	apostrophe;diacritics;hyphen;space	false	true	true	false	17,42,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,386	19	false		false	17,42,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,386	1								0
agalega-creole	Agalega Creole	Indian Ocean	Creole	French-based	creole;hyphen;space	creole	hyphen;space	false	true	true	true	261	1	false		false	261	2								0
agarabi	Agarabi	Pacific	Papuan	Kainantu–Goroka	space		space	false	true	true	true	25,193,263,368	4	false		false	25,193,263,368	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
agaw	Agaw	Africa	Afroasiatic	Cushitic	hyphen		hyphen	false	true	true	true	133,138	2	false		false	133,138	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
aghem	Aghem	Africa	Niger-Congo	Niger-Congo	hyphen		hyphen	false	true	true	true	112,113,118	3	false		false	112,113,118	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json	tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa	Aghem	1
aghu	Aghu	Pacific	Papuan	Greater Awyu	space		space	false	true	true	true	193,263	2	false		false	193,263	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
agu	Awakatek	Mesoamerica	Mayan	Mayan	diacritics;hyphen		diacritics;hyphen	false	true	true	true	157,160,161	3	false		false	157,160,161	1	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json			Wikipedia: Indigenous languages of the Americas – macro-family subset	https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas	Awakatek	1
agx	Aghul	Caucasus	Northeast Caucasian	Northeast Caucasian				false	true	true	true	223	1	false		false	223	25	tools/mixer-meta/wikipedia-languages-of-europe.json	tools/mixer-meta/wikipedia-languages-of-europe.json			Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe	Aghul	1
ahom	Ahom	Asia	Tai-Kadai	Tai	space		space	true	true	true	true	251,252,257	3	false		false	251,252,257	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
ai-cham	Ai Cham	Asia	Tai-Kadai	Kam-Sui	apostrophe;space		apostrophe;space	true	true	true	true	251,533	2	false		false	251,533	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
aiki	Aiki	Africa	Nilo-Saharan	Maban	diacritics;hyphen		diacritics;hyphen	false	true	true	true	112,113,119	3	false		false	112,113,119	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json	tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa	Aiki	1
aimele	Aimele	Pacific	Papuan	Bosavi	hyphen;space		hyphen;space	false	true	true	true	25,198,263,371	4	false		false	25,198,263,371	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
ainu	Ainu	Asia	Japonic	Japonic				true	true	true	true	275	1	false		false	275	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-china-spoken-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	tools/mixer-meta/wikipedia-languages-of-china-spoken-languages.json	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of China – spoken languages;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_China;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia	Äynu	1
air-tamajeq-language	Air Tamajeq language	Africa	Afroasiatic	Tuareg Berber	space		space	false	true	true	true	17	1	false		false	17	20	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
ait-seghrouchen-berber	Ait Seghrouchen Berber	North Africa	Afroasiatic	Berber	hyphen;space		hyphen;space	false	true	true	true	2,17,18,139	4	false		false	2,17,18,139	1								0
aiton	Aiton	Asia	Tai-Kadai	Tai-Kadai	space		space	false	true	true	true	251,257	2	false		false	251,257	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
aja	Aja	Africa	Nilo-Saharan	Nilo-Saharan	hyphen		hyphen	false	true	true	true	112,113,120	3	false		false	112,113,120	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json	tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa	Aja	1
ajawa-language	Ajawa language	Africa	Afroasiatic	Chadic	hyphen		hyphen	false	true	true	true	132	1	false		false	132	121	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
aka	Aka	Africa	Niger-Congo	Niger-Congo	hyphen		hyphen	false	true	true	true	112,113,121	3	false		false	112,113,121	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json	tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa	Aka	1
