iso	name	region	category	family	tags	tags_catalog	tags_auto	has_catalog_wikipedia_url	in_catalog	in_mixer_map	mixer_ready	bases	base_count	has_invalid_bases	invalid_bases	has_unique_base	base_set_key	base_set_cluster_size	wiki_lists	wiki_lists_direct	wiki_lists_inferred	wiki_inferred_by	wiki_titles	wiki_sources	wiki_names	wiki_items_count
nancere-language	Nancere language	Africa	Afroasiatic	Chadic	hyphen		hyphen	false	true	true	true	132	1	false		false	132	121	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
nancowry-nicobarese	Nancowry Nicobarese	Asia	Austroasiatic	Nicobarese	space		space	false	true	true	true	467	1	false		true	467	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
nantoq-baoan	Nantoq Baoan	Asia	Mongolic	Baoanic				false	true	true	true	381	1	false		false	381	42	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
nao-klao	Nao Klao	East Asia	Hmong-Mien	Bu–Nao	apostrophe		apostrophe	false	true	true	true	11,67,68,71	4	false		false	11,67,68,71	1								0
naq	Nama	Africa	Khoe	Khoe	diacritics		diacritics	false	true	true	true	358	1	false		false	358	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
narak	Narak	Pacific	Papuan	Chimbu–Wahgi	hyphen;space		hyphen;space	false	true	true	true	263,360,371	3	false		false	263,360,371	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
nasal	Nasal	Pacific	Austronesian	Austronesian	space		space	false	true	true	true	505	1	false		true	505	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
naukan	Naukan	Arctic	Eskimo-Aleut	Yupik				false	true	true	true	19	1	false		false	19	35								0
nauru-pidgin-english	Nauru Pidgin English	Misc	Pidgin	English-based	apostrophe;pidgin;space	pidgin	apostrophe;space	false	true	true	true	1,198,370	3	false		false	1,198,370	1	tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json	tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json		family:English-based	Wikipedia: List of English-based pidgins – full article list	https://en.wikipedia.org/wiki/List_of_English-based_pidgins	Nauru Pidgin English	1
nauruan	Nauruan	Pacific	Micronesian	Micronesian	space		space	true	true	true	true	198,369,419	3	false		true	198,369,419	1	tools/mixer-meta/wikipedia-languages-of-oceania.json	tools/mixer-meta/wikipedia-languages-of-oceania.json		region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania	Nauruan	1
navajo	Navajo	North America	Na-Dene	Na-Dene	hyphen		hyphen	true	true	true	true	172	1	false		false	172	3	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json;tools/mixer-meta/wikipedia-languages-of-north-america.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json;tools/mixer-meta/wikipedia-languages-of-north-america.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json		region:North America	Wikipedia: Indigenous languages of the Americas – macro-family subset;Wikipedia: Languages of North America;Wikipedia: List of languages by number of native speakers (seed subset)	https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas;https://en.wikipedia.org/wiki/Languages_of_North_America;https://en.wikipedia.org/wiki/List_of_languages_by_number_of_native_speakers	Navajo	3
navarrese	Navarrese	Europe	Romance	Aragonese	space		space	false	true	true	true	4,20,287	3	false		false	4,20,287	1	tools/mixer-meta/wikipedia-languages-of-europe.json		tools/mixer-meta/wikipedia-languages-of-europe.json	region:Europe	Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe		0
navarro-aragonese	Navarro-Aragonese	Europe	Romance	Aragonese	space		space	false	true	true	true	4,232,287	3	false		false	4,232,287	1	tools/mixer-meta/wikipedia-languages-of-europe.json		tools/mixer-meta/wikipedia-languages-of-europe.json	region:Europe	Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe		0
nawaru	Nawaru	Pacific	Papuan	Southeast Papuan	space		space	false	true	true	true	25,193,198,263,360	5	false		false	25,193,198,263,360	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
naxi	Naxi	Sino-Tibetan region	Sino-Tibetan	Sino-Tibetan	apostrophe		apostrophe	false	true	true	true	64,106	2	false		false	64,106	1	tools/mixer-meta/wikipedia-gongduk-language.json;tools/mixer-meta/wikipedia-languages-of-china-spoken-languages.json	tools/mixer-meta/wikipedia-languages-of-china-spoken-languages.json	tools/mixer-meta/wikipedia-gongduk-language.json	category:Sino-Tibetan;family:Sino-Tibetan	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative;Wikipedia: Languages of China – spoken languages	https://en.wikipedia.org/wiki/Gongduk_language;https://en.wikipedia.org/wiki/Languages_of_China	Nakhi/Naxi	1
ncd	Nachhiring	Asia	Sino-Tibetan	Kiranti				false	true	true	true	56	1	false		false	56	24	tools/mixer-meta/wikipedia-gongduk-language.json;tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-nepal-census.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	tools/mixer-meta/wikipedia-languages-of-nepal-census.json	tools/mixer-meta/wikipedia-gongduk-language.json;tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	category:Sino-Tibetan;region:Asia	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative;Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of Nepal – census tables snapshot;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Gongduk_language;https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_Nepal;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia	Nachhiring	1
ndam-language	Ndam language	Africa	Afroasiatic	Chadic	hyphen		hyphen	false	true	true	true	132	1	false		false	132	121	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
ndebele	Ndebele	Africa	Niger-Congo	Bantu	space		space	true	true	true	true	284	1	false		true	284	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json;tools/mixer-meta/wikipedia-mutually-intelligible-languages-full.json	tools/mixer-meta/wikipedia-mutually-intelligible-languages-full.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset;Wikipedia: List of mutually intelligible languages – full article list	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/List_of_mutually_intelligible_languages	Northern Ndebele	1
ndom	Ndom	Pacific	Papuan	Kolopom	apostrophe;space		apostrophe;space	false	true	true	true	194,195,197,263	4	false		false	194,195,197,263	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
nduga	Nduga	Pacific	Papuan	Dani	space		space	false	true	true	true	25,193,194,263,366	5	false		false	25,193,194,263,366	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
ndyuka	Ndyuka	South America	Creole	English-based	creole	creole		false	true	true	true	1,13,120	3	false		false	1,13,120	1	tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json		tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json	family:English-based	Wikipedia: List of English-based pidgins – full article list	https://en.wikipedia.org/wiki/List_of_English-based_pidgins		0
ndyuka-tiriy-pidgin	Ndyuka-Tiriyó Pidgin	Misc	Pidgin	Pidgin	diacritics;hyphen;pidgin	pidgin	diacritics;hyphen	false	true	true	true	173	1	false		false	173	6								0
neapolitan-lang	Neapolitan	Europe	Romance	Neapolitan	space		space	true	true	true	true	306	1	false		false	306	1	tools/mixer-meta/wikipedia-languages-of-europe.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json	tools/mixer-meta/wikipedia-languages-of-europe.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json		region:Europe	Wikipedia: Languages of Europe – regional subset;Wikipedia: List of languages by number of native speakers (seed subset)	https://en.wikipedia.org/wiki/Languages_of_Europe;https://en.wikipedia.org/wiki/List_of_languages_by_number_of_native_speakers	Neapolitan	2
nedebang	Nedebang	Pacific	Papuan	Alor–Pantar	hyphen;space		hyphen;space	false	true	true	true	194,195,360,371	4	false		false	194,195,360,371	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
nefamese	Nefamese	Misc	Pidgin	Pidgin	pidgin	pidgin		false	true	true	true	1,201,257	3	false		false	1,201,257	1	tools/mixer-meta/wikipedia-list-lingua-francas-full.json	tools/mixer-meta/wikipedia-list-lingua-francas-full.json			Wikipedia: List of lingua francas – full article list	https://en.wikipedia.org/wiki/List_of_lingua_francas	Nefamese	1
negerhollands	Negerhollands	Misc	Creole	Dutch-based	creole	creole		false	true	true	true	1,13	2	false		false	1,13	4								0
negidal	Negidal	Asia	Tungusic	Ewenic	hyphen;space		hyphen;space	false	true	true	true	31,296,380	3	false		false	31,296,380	1	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json		tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia		0
negro-dutch	Negro Dutch	Misc	Creole	Dutch-based	creole	creole		false	true	true	true	1,13	2	false		false	1,13	4								0
nenets	Nenets	Eurasia	Uralic	Nenets	hyphen;space		hyphen;space	true	true	true	true	525	1	false		false	525	2	tools/mixer-meta/wikipedia-languages-of-europe.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json;tools/mixer-meta/wikipedia-uralic-languages-full.json	tools/mixer-meta/wikipedia-languages-of-europe.json;tools/mixer-meta/wikipedia-list-languages-by-native-speakers.json;tools/mixer-meta/wikipedia-uralic-languages-full.json		category:Uralic	Wikipedia: Languages of Europe – regional subset;Wikipedia: List of languages by number of native speakers (seed subset);Wikipedia: List of Uralic languages – full family list	https://en.wikipedia.org/wiki/Languages_of_Europe;https://en.wikipedia.org/wiki/List_of_languages_by_number_of_native_speakers;https://en.wikipedia.org/wiki/List_of_Uralic_languages	Nenets	3
nepali	Nepali	Asia	Indo-Aryan	Eastern Pahari				true	true	true	true	183,201,257	3	false		false	183,201,257	10	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-bangladesh.json;tools/mixer-meta/wikipedia-languages-of-india-census.json;tools/mixer-meta/wikipedia-languages-of-nepal-census.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json;tools/mixer-meta/wikipedia-list-lingua-francas-full.json	tools/mixer-meta/wikipedia-languages-of-asia-official-languages.json;tools/mixer-meta/wikipedia-languages-of-india-census.json;tools/mixer-meta/wikipedia-languages-of-nepal-census.json;tools/mixer-meta/wikipedia-languages-of-south-asia.json;tools/mixer-meta/wikipedia-list-lingua-francas-full.json	tools/mixer-meta/wikipedia-languages-of-bangladesh.json;tools/mixer-meta/wikipedia-languages-of-southeast-asia.json;tools/mixer-meta/wikipedia-languages-of-west-asia.json	category:Indo-Aryan;region:Asia	Wikipedia: Languages of Asia – official languages table;Wikipedia: Languages of Bangladesh – Indo-Aryan and non-Indo-Aryan languages;Wikipedia: Languages of India – census tables snapshot;Wikipedia: Languages of Nepal – census tables snapshot;Wikipedia: Languages of South Asia – regional subset;Wikipedia: Languages of Southeast Asia – regional subset;Wikipedia: Languages of West Asia – regional subset;Wikipedia: List of lingua francas – full article list	https://en.wikipedia.org/wiki/Languages_of_Asia;https://en.wikipedia.org/wiki/Languages_of_Bangladesh;https://en.wikipedia.org/wiki/Languages_of_India;https://en.wikipedia.org/wiki/Languages_of_Nepal;https://en.wikipedia.org/wiki/Languages_of_South_Asia;https://en.wikipedia.org/wiki/Languages_of_Southeast_Asia;https://en.wikipedia.org/wiki/West_Asia;https://en.wikipedia.org/wiki/List_of_lingua_francas	Dailekhi;Khash;Nepali	7
nerdva	Nerdva	Eurasia	Uralic	Komi-Permyak	hyphen;space		hyphen;space	false	true	true	true	320,426	2	false		false	320,426	1	tools/mixer-meta/wikipedia-uralic-languages-full.json	tools/mixer-meta/wikipedia-uralic-languages-full.json		category:Uralic	Wikipedia: List of Uralic languages – full family list	https://en.wikipedia.org/wiki/List_of_Uralic_languages	Nerdva	1
new-england-french	New England French	North America	Romance	US	french;new-england;us	french;new-england;us		true	true	true	true	1,2,232	3	false		false	1,2,232	5	tools/mixer-meta/wikipedia-languages-of-north-america.json		tools/mixer-meta/wikipedia-languages-of-north-america.json	region:North America	Wikipedia: Languages of North America	https://en.wikipedia.org/wiki/Languages_of_North_America		0
new-zealand-pidgin-english	New Zealand Pidgin English	Pacific	Pidgin	English-based	apostrophe;pidgin;space	pidgin	apostrophe;space	false	true	true	true	1,196,370	3	false		false	1,196,370	1	tools/mixer-meta/wikipedia-languages-of-oceania.json;tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json	tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json	tools/mixer-meta/wikipedia-languages-of-oceania.json	family:English-based;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset;Wikipedia: List of English-based pidgins – full article list	https://en.wikipedia.org/wiki/Languages_of_Oceania;https://en.wikipedia.org/wiki/List_of_English-based_pidgins	New Zealand Pidgin English	1
newar	Newar	Sino-Tibetan region	Sino-Tibetan	Sino-Tibetan	space		space	false	true	true	true	49	1	false		false	49	4	tools/mixer-meta/wikipedia-gongduk-language.json;tools/mixer-meta/wikipedia-languages-of-nepal-census.json	tools/mixer-meta/wikipedia-languages-of-nepal-census.json	tools/mixer-meta/wikipedia-gongduk-language.json	category:Sino-Tibetan;family:Sino-Tibetan	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative;Wikipedia: Languages of Nepal – census tables snapshot	https://en.wikipedia.org/wiki/Gongduk_language;https://en.wikipedia.org/wiki/Languages_of_Nepal	Nepal Bhasha (Newar)	1
newaric	Newaric	Sino-Tibetan region	Sino-Tibetan	Sino-Tibetan	space		space	true	true	true	true	49,54	2	false		false	49,54	1	tools/mixer-meta/wikipedia-gongduk-language.json		tools/mixer-meta/wikipedia-gongduk-language.json	category:Sino-Tibetan;family:Sino-Tibetan	Wikipedia: Gongduk language – Bhutan Sino-Tibetan microfamily representative	https://en.wikipedia.org/wiki/Gongduk_language		0
newfoundland-french	Newfoundland French	North America	Romance	Canadian	french;hyphen;newfoundland	french;newfoundland	hyphen	true	true	true	true	2,232,279	3	false		false	2,232,279	6	tools/mixer-meta/wikipedia-languages-of-north-america.json		tools/mixer-meta/wikipedia-languages-of-north-america.json	region:North America	Wikipedia: Languages of North America	https://en.wikipedia.org/wiki/Languages_of_North_America		0
ngaanyatjarra	Ngaanyatjarra	Australia	Australian Aboriginal	Australian Aboriginal	hyphen		hyphen	true	true	true	true	132,312	2	false		false	132,312	1								0
ngalum	Ngalum	Pacific	Papuan	Ok–Oksapmin	space		space	false	true	true	true	193,198,263,360	4	false		false	193,198,263,360	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
ngambay	Ngambay	Africa	Nilo-Saharan	Central Sudanic	apostrophe;diacritics;hyphen		apostrophe;diacritics;hyphen	true	true	true	true	117,129,152,156	4	false		false	117,129,152,156	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json;tools/mixer-meta/wikipedia-list-lingua-francas-full.json	tools/mixer-meta/wikipedia-list-lingua-francas-full.json	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset;Wikipedia: List of lingua francas – full article list	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/List_of_lingua_francas	Ngambay	1
ngamo-language	Ngamo language	Africa	Afroasiatic	Chadic	hyphen		hyphen	false	true	true	true	132	1	false		false	132	121	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
nganasan	Nganasan	Eurasia	Uralic	Nganasan	hyphen;space		hyphen;space	true	true	true	true	438	1	false		false	438	2	tools/mixer-meta/wikipedia-uralic-languages-full.json	tools/mixer-meta/wikipedia-uralic-languages-full.json		category:Uralic	Wikipedia: List of Uralic languages – full family list	https://en.wikipedia.org/wiki/List_of_Uralic_languages	Nganasan	1
ngarrindjeri	Ngarrindjeri	Australia	Australian Aboriginal	Australian Aboriginal	hyphen;space		hyphen;space	true	true	true	true	29,193,194,195	4	false		false	29,193,194,195	1								0
ngas-language	Ngas language	Africa	Afroasiatic	Chadic	hyphen		hyphen	false	true	true	true	132	1	false		false	132	121	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
ngatikese-creole	Ngatikese Creole	Pacific	Creole	English-based	apostrophe;creole;space	creole	apostrophe;space	false	true	true	true	1,197,198	3	false		false	1,197,198	1	tools/mixer-meta/wikipedia-languages-of-oceania.json;tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json		tools/mixer-meta/wikipedia-languages-of-oceania.json;tools/mixer-meta/wikipedia-list-english-based-pidgins-full.json	family:English-based;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset;Wikipedia: List of English-based pidgins – full article list	https://en.wikipedia.org/wiki/Languages_of_Oceania;https://en.wikipedia.org/wiki/List_of_English-based_pidgins		0
ngete-herde	Ngeté-Herdé	Africa	Afroasiatic	Chadic	hyphen		hyphen	false	true	true	true	132	1	false		false	132	121	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
nggem	Nggem	Pacific	Papuan	Dani	space		space	false	true	true	true	25,195,263,366	4	false		false	25,195,263,366	1	tools/mixer-meta/wikipedia-languages-of-oceania.json		tools/mixer-meta/wikipedia-languages-of-oceania.json	category:Papuan;region:Pacific	Wikipedia: Languages of Oceania – Papuan & Pacific subset	https://en.wikipedia.org/wiki/Languages_of_Oceania		0
nggwahyi-language	Nggwahyi language	Africa	Afroasiatic	Chadic	hyphen		hyphen	false	true	true	true	132,146,148	3	false		false	132,146,148	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
ngizim-language	Ngizim language	Africa	Afroasiatic	Chadic	hyphen		hyphen	false	true	true	true	132	1	false		false	132	121	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
ngwaba-language	Ngwaba language	Africa	Afroasiatic	Chadic	apostrophe;hyphen		apostrophe;hyphen	false	true	true	true	132,146,151	3	false		false	132,146,151	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
nheengatu	Nheengatu	South America	Tupian	Tupian	diacritics;hyphen		diacritics;hyphen	true	true	true	true	8,13,173	3	false		false	8,13,173	1	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json	tools/mixer-meta/wikipedia-indigenous-languages-of-the-americas.json			Wikipedia: Indigenous languages of the Americas – macro-family subset	https://en.wikipedia.org/wiki/Indigenous_languages_of_the_Americas	Nheengatu	1
nhr	Naro	Africa	Khoe	Khoe	diacritics		diacritics	false	true	true	true	359	1	false		true	359	1	tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json		tools/mixer-meta/wikipedia-languages-of-africa-full.json;tools/mixer-meta/wikipedia-languages-of-africa-major.json	region:Africa	Wikipedia: Languages of Africa – full table snapshot;Wikipedia: Languages of Africa – major languages subset	https://en.wikipedia.org/wiki/Languages_of_Africa;https://en.wikipedia.org/wiki/Languages_of_Africa		0
ni-ard	Niçard	Europe	Romance	Dialects	space		space	false	true	true	true	232,233	2	false		false	232,233	2	tools/mixer-meta/wikipedia-languages-of-europe.json		tools/mixer-meta/wikipedia-languages-of-europe.json	region:Europe	Wikipedia: Languages of Europe – regional subset	https://en.wikipedia.org/wiki/Languages_of_Europe		0
