list	list_title	list_source	name	iso	status	detail	candidates	in_catalog	in_mixer_map
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Kaki Ae		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Mawes		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Bulaka River		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Molof		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Yuat-Maramba		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Kaure-Narau		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Tirio		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Kayagar		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Suki-Gogodala / Waia / Kiwaian		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Nuclear Trans New Guinea-13 (Binanderean + Kowan)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Fasu-East Kutubu		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Pawaia-Teberan		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Turama-Kikori		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	North Bougainville		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Eleman		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Mairasi		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Touo		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Kwalean-1 (Humene-Uare)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Tanahmerah		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Savosavo		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Bilua		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Manubaran		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Kuot		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Burmeso		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Amto-Musan / Left May / Busa		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Sentanic-1 (Sowari)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Lower Sepik-Ramu-1 (Ap Ma)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Taiap		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Sko-1 (Isaka-Skou-Vanimo-Wutung; Dusur-Leitre)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Lower Sepik-Ramu-2 (Nor-Pondo)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Geelvink Bay		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Konda-Yahadian		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	South Bird's Head / Inanwatan		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Nuclear Torricelli		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Urim		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Ata		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Monumbo		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Sentanic-2 (Sentani proper)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Lower Sepik-Ramu-3 (Banaro)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Yawa		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Kwalean-2 (Mulaha)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Lavukaleve		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Anem		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Mpur		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Abun / Maybrat / West Bird's Head		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Lakes Plain		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Biksi-1 (Kimki)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Sko-2 (Rawo-Barupu; Poo-Ramo-Sumararu-Womo)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Biksi-2 (Yetfa)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Yeli Dnye		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Lepki-Murkim		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Pauwasi-2 (Eastern Pauwasi)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	East Bird's Head		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Kosare		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Usku		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Nuclear Trans New Guinea-14 (Croisilles-1)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Nuclear Trans New Guinea-15 (Kobon)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Senagi		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	Piawi		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Lower Sepik-Ramu-4 (Rao)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Lower Sepik-Ramu-5 (Kire-Kaian-Aruamu)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wichmann-2013.json	Wikipedia: Papuan language families - Wichmann (2013)	https://en.wikipedia.org/wiki/Papuan_languages	ex-Nuclear Trans New Guinea-16 (Croisilles-2)		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	Amto-Musan languages		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	Burmeso language		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	Busa language		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	East Bird's Head languages		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	East Papuan languages		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	Geelvink Bay languages		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	Yuri language		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	Porome language		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	Kwomtari-Baibai languages		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	Left May languages		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	Sepik-Ramu languages		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	Sko languages		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	Torricelli languages		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	Trans-New Guinea languages		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	West Papuan languages		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	Yale language		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	Lower Mamberamo languages		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	Abinomn language		unmatched	No iso provided and name did not match any catalog entry		false	false
tools/mixer-meta/wikipedia-papuan-families-wurm-1975.json	Wikipedia: Papuan language families - Wurm (1975)	https://en.wikipedia.org/wiki/Papuan_languages	Bayono-Awbono languages		unmatched	No iso provided and name did not match any catalog entry		false	false
