i|name|filename|seedCount|d|m|min|max|region|family|seeds25|reviewed
2588|Samoan|namebases-oceania.js|8|lnrt|0|4|12|Pacific|Austronesian|NO|NO
2589|Fijian|namebases-oceania.js|5|lnrt|0|4|12|Pacific|Austronesian|NO|NO
2592|Bengali|namebases-asia.js|5|lnrt|0|5|11|Asia|Bengali–Assamese|NO|NO
2593|Punjabi|namebases-asia.js|7|lnrt|0|6|11|Asia|Punjabi–Lahnda|NO|NO
2594|Urdu|namebases-asia.js|6|lnrt|0|4|12|Asia|Indo-Aryan|NO|NO
2595|Gujarati|namebases-asia.js|10|lnrt|0|4|12|Asia|Indo-Aryan|NO|NO
2596|Sinhala|namebases-asia.js|6|lnrt|0|4|12|Asia|Indo-Aryan|NO|NO
2600|Albanian|namebases-europe.js|10|lnrt|0|4|12|Europe|Indo-European|NO|NO
2601|Kurdish|namebases-asia.js|10|lnrt|0|4|12|Asia|Kurdish|NO|NO
2602|Pashto|namebases-asia.js|10|lnrt|0|4|12|Asia|Indo-Iranian|NO|NO
2603|Persian|namebases-asia.js|10|lnrt|0|4|12|West Asia|Iranian|NO|NO
2606|Estonian|namebases-europe.js|10|lnrt|0|4|12|Europe|North Estonian|NO|NO
2611|Tlingit|namebases-northAmerica.js|10|lnrt|0|4|12|North America|Na-Dene|NO|NO
2613|Salish|namebases-northAmerica.js|6|lnrt|0|4|12|North America|Salishan|NO|NO
2614|Georgian|namebases-asia.js|7|lnrt|0|4|12|Caucasus|Kartvelian|NO|NO
2615|Armenian|namebases-asia.js|10|lnrt|0|4|12|Caucasus|Indo-European|NO|NO
2616|Kazakh|namebases-asia.js|7|lnrt|0|4|12|Central Asia|Kipchak Turkic|NO|NO
2617|Uzbek|namebases-asia.js|7|lnrt|0|4|12|Central Asia|Karluk Turkic|NO|NO
2618|Kyrgyz|namebases-asia.js|10|lnrt|0|4|12|Central Asia|Kipchak Turkic|NO|NO
2619|Uyghur|namebases-asia.js|10|lnrt|0|4|12|Central Asia|Karluk Turkic|NO|NO
2620|Tajik|namebases-asia.js|10|lnrt|0|4|12|Central Asia|Indo-Iranian|NO|NO
2622|Arawak|namebases-southAmerica.js|7|lnrt|0|4|11|South America|Arawakan|NO|NO
2624|Sardinian|namebases-europe.js|10|nld|0|4|12|Europe|Sardinian|NO|NO
2625|Romansh|namebases-europe.js|10|nld|0|4|12|Europe|Romansh|NO|NO
2627|Faroese|namebases-europe.js|8|nld|0|4|12|Europe|Germanic|NO|NO
2630|Ingush|namebases-asia.js|10|lnrt|0|4|12|Caucasus|Northeast Caucasian|NO|NO
2631|Ossetian|namebases-asia.js|10|lnrt|0|4|12|Caucasus|Indo-Iranian|NO|NO
2633|Turkmen|namebases-asia.js|9|lnrt|0|4|12|Central Asia|Oghuz Turkic|NO|NO
2635|Northern Sami|namebases-europe.js|9|lnrt|0|4|12|Europe|Northern Sami|NO|NO
2637|Buryat|namebases-asia.js|10|lnrt|0|4|12|Asia|Mongolic|NO|NO
2639|Manx|namebases-europe.js|9|lnrt|0|4|12|Europe|Celtic|NO|NO
2641|Sicilian|namebases-europe.js|8|lnrt|0|4|12|Europe|Sicilian|NO|NO
2642|Bashkir|namebases-europe.js|8|lnrt|0|4|12|Asia|Kipchak Turkic|NO|NO
2643|Chuvash|namebases-europe.js|9|lnrt|0|4|12|Europe|Oghur Turkic|NO|NO
2645|Komi Permyak|namebases-europe.js|8|lnrt|0|4|12|||NO|NO
2646|Komi Zyryan|namebases-europe.js|10|lnrt|0|4|12|||NO|NO
2647|Ndebele|namebases-africa.js|5|lnrt|0|4|12|Africa|Bantu|NO|NO
2649|Asturian|namebases-europe.js|9|lnrt|0|4|12|Europe|Astur-Leonese|NO|NO
2651|Kashmiri|namebases-asia.js|10|lnrt|0|4|12|Asia|Indo-Aryan|NO|NO
2652|Sindhi|namebases-asia.js|8|lnrt|0|4|12|Asia|Indo-Aryan|NO|NO
2653|Balochi|namebases-asia.js|12|lnrt|0|4|12|Asia|Iranian|NO|NO
2654|Sranan|namebases-southAmerica.js|6|lnrt|0|4|12|South America|Creole|NO|NO
2656|Luxembourgish|namebases-europe.js|9|lnrt|0|4|12|Europe|Germanic|NO|NO
2657|Silesian|namebases-europe.js|10|lnrt|0|4|12|Europe|Lechitic|NO|NO
2658|Nogai|namebases-asia.js|10|lnrt|0|4|12|Caucasus|Kipchak Turkic|NO|NO
2659|Kalmyk|namebases-europe.js|9|lnrt|0|4|12|Asia|Mongolic|NO|NO
2662|Innu|namebases-northAmerica.js|10|lnrt|0|4|12|North America|Algonquian|NO|NO
2663|Friulian|namebases-europe.js|8|lnrt|0|4|12|Europe|Friulian|NO|NO
2664|Ladin|namebases-europe.js|7|lnrt|0|4|12|Europe|Ladin|NO|NO
2665|Walloon|namebases-europe.js|9|lnrt|0|4|12|Europe|Oïl Dialects|NO|NO
2666|Sundanese|namebases-asia.js|8|lnrt|0|4|12|Southeast Asia|Malayo-Polynesian|NO|NO
2667|Cebuano|namebases-asia.js|8|lnrt|0|4|12|Southeast Asia|Malayo-Polynesian|NO|NO
2669|Neapolitan|namebases-europe.js|8|lnrt|0|4|12|Europe|Neapolitan|NO|NO
2670|Zhuang|namebases-asia.js|11|lnrt|0|4|12|East Asia|Tai|NO|NO
2672|Kam-Sui|namebases-asia.js|9|lnrt|0|4|12|||NO|NO
2673|Kra|namebases-asia.js|9|lnrt|0|4|12|Asia|Kra|NO|NO
2674|Hlai|namebases-asia.js|9|lnrt|0|4|12|Asia|Hlai|NO|NO
2675|Shan|namebases-asia.js|10|lnrt|0|4|12|Southeast Asia|Tai|NO|NO
2676|Mari|namebases-europe.js|6|lnrt|0|4|12|||NO|NO
2677|Erzya|namebases-europe.js|8|lnrt|0|4|12|Eurasia|Erzya|NO|NO
2678|Northwestern Mari|namebases-europe.js|7|lnrt|0|4|12|Eurasia|Northwestern Mari|NO|NO
2680|Ob-Ugric|namebases-europe.js|8|lnrt|0|4|12|||NO|NO
2699|Athpahariya|namebases-asia.js|8|lnrt|0|4|11|||NO|NO
2701|Bahing/Bayung (dedicated)|namebases-africa.js|6|lnrt|0|4|11|||NO|NO
2702|Elfdalian|namebases-europe.js|10|lnrt|0|4|11|Europe|North Germanic|NO|NO
2709|Welsh|namebases-europe.js|6|lnrt|0|4|11|Europe|Celtic|NO|NO
2710|Russian|namebases-europe.js|7|lnrt|0|4|11|Europe|East Slavic|NO|NO
2715|Slovak|namebases-europe.js|12|lnrt|0|4|11|Europe|Czech-Slovak|NO|NO
2716|Polish|namebases-europe.js|8|lnrt|0|4|11|Europe|Lechitic|NO|NO
2717|Kashubian|namebases-europe.js|10|lnrt|0|4|11|Europe|Lechitic|NO|NO
2719|Aku|namebases-africa.js|7|lnrt|0|4|11|Africa|English-based|NO|NO
2720|Bosnian|namebases-europe.js|7|lnrt|0|4|11|Europe|Western South Slavic|NO|NO
2721|Croatian|namebases-europe.js|7|lnrt|0|4|11|Europe|Western South Slavic|NO|NO
2722|Montenegrin (dedicated)|namebases-africa.js|10|lnrt|0|4|11|||NO|NO
2723|Serbian|namebases-europe.js|10|lnrt|0|4|11|Europe|Western South Slavic|NO|NO
2725|Macedonian|namebases-europe.js|10|lnrt|0|4|11|Europe|Eastern South Slavic|NO|NO
2726|Slovene|namebases-europe.js|10|lnrt|0|4|11|Europe|Western South Slavic|NO|NO
2728|Dutch|namebases-europe.js|10|lnrt|0|4|11|Europe|Germanic|NO|NO
2729|Yiddish|namebases-europe.js|10|lnrt|0|4|11|Europe|Germanic|NO|NO
2730|Frisian|namebases-europe.js|8|lnrt|0|4|11|Europe|Germanic|NO|NO
2732|Swiss German|namebases-europe.js|8|lnrt|0|4|11|Europe|Germanic|NO|NO
2733|Scots|namebases-europe.js|10|lnrt|0|4|11|Europe|Germanic|NO|NO
2734|Awa|namebases-oceania.js|10|lnrt|0|4|11|Pacific|Kainantu–Goroka|NO|NO
2736|Awbono|namebases-oceania.js|10|lnrt|0|4|11|Pacific|Bayono–Awbono|NO|NO
2737|Awin|namebases-oceania.js|10|lnrt|0|4|11|Pacific|Awin–Pa|NO|NO
2741|Beami|namebases-oceania.js|10|lnrt|0|4|11|Pacific|Bosavi|NO|NO
2742|Beary|namebases-asia.js|10|lnrt|0|4|11|Asia|South Dravidian|NO|NO
2744|Tongan|namebases-oceania.js|9|lnrt|0|4|12|Pacific|Polynesian|NO|NO
2745|Tahitian|namebases-oceania.js|7|lnrt|0|4|12|Pacific|Polynesian|NO|NO
2746|Marshallese|namebases-oceania.js|9|lnrt|0|4|12|Pacific|Micronesian|NO|NO
2747|Palauan|namebases-oceania.js|7|lnrt|0|4|12|Pacific|Micronesian|NO|NO
2748|Chamorro|namebases-oceania.js|5|lnrt|0|4|12|Pacific|Micronesian|NO|NO
2749|Kiribati|namebases-oceania.js|10|lnrt|0|4|12|Pacific|Micronesian|NO|NO
2750|Rarotongan|namebases-oceania.js|10|lnrt|0|4|12|Pacific|Polynesian|NO|NO
3008|Aluku|namebases-southAmerica.js|8|adeo|0|4|11|South America|English-based|NO|NO
3125|Hamer|namebases-africa.js|9|lnrt|0|4|11|Africa|Omotic|NO|NO
3126|Amh|namebases-africa.js|8|lnrt|0|4|11|Horn of Africa|South Ethiopic|NO|NO
3256|Angas|namebases-africa.js|6|lnrt|0|4|11|Africa|Chadic|NO|NO
3257|Auyokawa|namebases-africa.js|9|lnrt|0|4|11|Africa|Chadic|NO|NO
3258|Bade alias|namebases-africa.js|8|lnrt|0|4|11|Africa|Chadic|NO|NO
3259|Barein|namebases-africa.js|7|lnrt|0|4|11|Africa|Chadic|NO|NO
3260|Beele|namebases-africa.js|10|lnrt|0|4|11|Africa|Chadic|NO|NO
3330|Amuzgo|namebases-northAmerica.js|8|lnrt|0|4|11|Mesoamerica|Oto-Manguean|NO|NO
3331|Anaang|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
4205|Sri Lankan Malay|namebases-asia.js|10|lnrt|0|4|10|Asia|Malay-based|NO|NO
4797|Gondi|namebases-asia.js|10|lnrt|0|4|10|Asia|South-Central Dravidian|NO|NO
5258|Aringa|namebases-africa.js|10|lnrt|0|4|11|Africa|Nilo-Saharan|NO|NO
5260|Aro|namebases-africa.js|6|lnrt|0|4|11|||NO|NO
5306|Aroid|namebases-africa.js|9|lnrt|0|4|11|Africa|Omotic|NO|NO
5309|Ashaninka|namebases-southAmerica.js|7|lnrt|0|4|11|South America|Arawakan|NO|NO
5310|Asoa|namebases-africa.js|7|lnrt|0|4|11|Africa|Nilo-Saharan|NO|NO
5360|Atsam|namebases-africa.js|8|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
5366|Bambassi|namebases-africa.js|10|lnrt|0|4|11|Africa|Omotic|NO|NO
5367|Tagoi|namebases-africa.js|6|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
5368|Wali Sudan|namebases-africa.js|8|lnrt|0|4|11|Africa|Nilo-Saharan|NO|NO
5372|Samo (Burkina)|namebases-africa.js|9|lnrt|0|4|11|Africa|Mande|NO|NO
5373|Ekoka !Kung|namebases-africa.js|9|lnrtkxgms|0|4|11|||NO|NO
5374|!Kx'ao-'ae|namebases-africa.js|7|lnrt|0|4|11|||NO|NO
5379|Zarma|namebases-africa.js|10|lnrt|0|4|11|Africa|Songhay|NO|NO
5380|Seze|namebases-africa.js|8|lnrt|0|4|11|Africa|Nilo-Saharan|NO|NO
5382|Sena|namebases-africa.js|8|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
5383|Tshiluba|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
5384|Sotho|namebases-africa.js|9|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
5385|Swazi|namebases-africa.js|8|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
5388|Sengele|namebases-africa.js|8|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
5389|Shi|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
5390|Suba|namebases-africa.js|6|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
5391|Suku|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
5392|Wongo|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
5394|Sepedi|namebases-africa.js|11|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
5398|Umbundu|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
5628|Awjila|namebases-africa.js|9|lnrt|0|4|11|Africa|Eastern Berber|NO|NO
5630|Aymara|namebases-southAmerica.js|7|lnrt|0|4|11|South America|Aymaran|NO|NO
5631|Ayo|namebases-africa.js|10|lnrt|0|4|11|||NO|NO
5632|Ba-Ari|namebases-africa.js|10|lnrt|0|4|11|||NO|NO
5659|Baba|namebases-africa.js|10|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
5661|Bacama alias|namebases-africa.js|9|lnrt|0|4|11|Africa|Chadic|NO|NO
5712|Barambu|namebases-africa.js|11|lnrt|0|4|11|Africa|Niger-Congo|NO|NO
5810|Beni Snous|namebases-africa.js|9|lnrt|0|4|11|||NO|NO
5812|Berbice|namebases-southAmerica.js|10|lnrt|0|4|11|Misc|Dutch-based|NO|NO
5813|Macaguán (Hitnü)|namebases-southAmerica.js|8|lnrt|0|4|11|South America|Guahiboan|NO|NO
5814|Arhuaco (Ikë)|namebases-southAmerica.js|10|lnrt|0|4|11|||NO|NO
5815|Minica Huitoto|namebases-southAmerica.js|8|lnrt|0|4|11|South America|Witotoan|NO|NO
5816|Muinane|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Witotoan|NO|NO
5817|Nukak|namebases-southAmerica.js|9|lnrt|0|4|11|South America|Unclassified|NO|NO
5818|Sateré-Mawé|namebases-southAmerica.js|9|lnrt|0|4|11|South America|Tupian|NO|NO
5819|Tenetehára|namebases-southAmerica.js|9|lnrt|0|4|11|South America|Tupian|NO|NO
5820|Warízu|namebases-southAmerica.js|10|lnrt|0|4|11|||NO|NO
5821|Wari'|namebases-southAmerica.js|10|lnrt|0|4|11|||NO|NO
5822|Sanumá|namebases-southAmerica.js|10|lnrt|0|4|11|||NO|NO
5823|Trinitario|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Arawakan|NO|NO
5824|Reyesano (Maropa)|namebases-southAmerica.js|8|lnrt|0|4|11|South America|Tacanan|NO|NO
5825|Toromona|namebases-southAmerica.js|9|lnrt|0|4|11|South America|Tacanan|NO|NO
5826|Wichí Lhamtés Nocten (Weenhayek)|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Matacoan|NO|NO
5827|Wichí Lhamtés Vejoz|namebases-southAmerica.js|9|lnrt|0|4|11|South America|Matacoan|NO|NO
5828|Sierra Popoluca|namebases-northAmerica.js|10|lnrt|0|4|11|Mesoamerica|Mixe-Zoque|NO|NO
5829|Tlapanec (MeÎ©â‚§Ã®phaa)|namebases-northAmerica.js|10|lnrt|0|4|11|||NO|NO
5830|Paipai|namebases-northAmerica.js|6|lnrt|0|4|11|North America|Yuman|NO|NO
5831|Tiriyó|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Cariban|NO|NO
5832|Coast Tsimshian (SmÎ“Ã‡Ã–algyaâ• â–’x)|namebases-northAmerica.js|9|lnrt|0|4|11|||NO|NO
5872|Tsamai|namebases-africa.js|9|lnrt|0|4|11|Africa|Afroasiatic|NO|NO
5874|Saho|namebases-africa.js|9|lnrt|0|4|11|Horn of Africa|Cushitic|NO|NO
6002|Palikur|namebases-southAmerica.js|9|lnrt|0|4|11|||NO|NO
6110|Dakota|namebases-northAmerica.js|10|lnrt|0|4|11|North America|Siouan|NO|NO
6111|Crow|namebases-northAmerica.js|10|lnrt|0|4|11|North America|Siouan|NO|NO
6112|Xavante|namebases-southAmerica.js|8|lnrt|0|4|11|South America|Macro-Jê|NO|NO
6113|Xerente|namebases-southAmerica.js|7|lnrt|0|4|11|South America|Macro-Jê|NO|NO
6620|Guajajara|namebases-southAmerica.js|10|lnrt|0|4|11|||NO|NO
6621|Língua Geral Amazônica|namebases-southAmerica.js|10|lnrt|0|4|11|Misc|Mixed|NO|NO
6622|Mixe|namebases-northAmerica.js|8|lnrt|0|4|11|Mesoamerica|Oto-Manguean|NO|NO
6623|Tabasco Zoque|namebases-northAmerica.js|6|lnrt|0|4|11|Mesoamerica|Mixe-Zoque|NO|NO
6624|Chochotec|namebases-northAmerica.js|10|lnrt|0|4|11|Mesoamerica|Oto-Manguean|NO|NO
6625|Ixcatec|namebases-northAmerica.js|10|lnrt|0|4|11|Mesoamerica|Oto-Manguean|NO|NO
6626|Q'anjob'al|namebases-northAmerica.js|8|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
6630|Eyak|namebases-northAmerica.js|8|lnrt|0|4|11|North America|Na-Dene|NO|NO
6631|Dena'ina|namebases-northAmerica.js|7|lnrt|0|4|11|North America|Na-Dene|NO|NO
6632|Chipewyan|namebases-northAmerica.js|10|lnrt|0|4|11|North America|Na-Dene|NO|NO
6634|Gwich'in|namebases-southAmerica.js|10|lnrt|0|4|11|||NO|NO
6636|Holikachuk|namebases-northAmerica.js|10|lnrt|0|4|11|North America|Na-Dene|NO|NO
6637|Koyukon|namebases-northAmerica.js|12|lnrt|0|4|11|North America|Na-Dene|NO|NO
6639|Upper Kuskokwim|namebases-northAmerica.js|10|lnrt|0|4|11|North America|Na-Dene|NO|NO
6640|Upper Tanana|namebases-northAmerica.js|8|lnrt|0|4|11|North America|Na-Dene|NO|NO
6653|Macuna|namebases-southAmerica.js|7|lnrt|0|4|11|South America|Tucanoan|NO|NO
6654|Cubeo|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Tucanoan|NO|NO
6655|Desano|namebases-southAmerica.js|6|lnrt|0|4|11|South America|Tucanoan|NO|NO
6656|Itene|namebases-southAmerica.js|5|lnrt|0|4|11|South America|Chapacuran|NO|NO
6657|Hupdë|namebases-southAmerica.js|6|lnrt|0|4|11|South America|Nadahup|NO|NO
6658|Koreguaje|namebases-southAmerica.js|6|lnrt|0|4|11|South America|Tucanoan|NO|NO
6659|Tukano|namebases-southAmerica.js|6|lnrt|0|4|11|South America|Tucanoan|NO|NO
6660|Wanano|namebases-southAmerica.js|9|lnrt|0|4|11|South America|Tucanoan|NO|NO
6661|Tatuyo|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Tucanoan|NO|NO
6662|Siriano|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Tucanoan|NO|NO
6663|Siona|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Tucanoan|NO|NO
7023|Kui-Kuvi Dravidian|namebases-asia.js|10|lnrt|0|4|10|||NO|NO
7070|Rama|namebases-southAmerica.js|12|lnrt|0|4|11|Central America|Chibchan|NO|NO
7242|Kiowa|namebases-northAmerica.js|10|lnrt|0|4|11|North America|Kiowa–Tanoan|NO|NO
7243|Tewa|namebases-northAmerica.js|11|lnrt|0|4|11|North America|Kiowa–Tanoan|NO|NO
7316|Chimila|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Chimilan|NO|NO
7317|Piaroa|namebases-southAmerica.js|11|lnrt|0|4|11|South America|Saliban|NO|NO
7318|Toba|namebases-southAmerica.js|8|lnrt|0|4|11|South America|Guaicuruan|NO|NO
7365|Choctaw|namebases-northAmerica.js|9|lnrt|0|4|11|North America|Muskogean|NO|NO
7366|Muscogee|namebases-northAmerica.js|10|lnrt|0|4|11|North America|Muskogean|NO|NO
7367|Mikasuki|namebases-northAmerica.js|10|lnrt|0|4|11|North America|Muskogean|NO|NO
7419|Wayuu|namebases-southAmerica.js|7|lnrt|0|4|11|South America|Arawakan|NO|NO
7420|Cogui/Kogi|namebases-southAmerica.js|9|lnrt|0|4|11|||NO|NO
7421|Barí|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Chibchan|NO|NO
7515|Ese Ejja|namebases-southAmerica.js|6|lnrt|0|4|11|South America|Tacanan|NO|NO
7516|Yuracaré|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Yuracaré isolate|NO|NO
7600|Guambiano|namebases-southAmerica.js|8|lnrt|0|4|11|South America|Barbacoan|NO|NO
7601|Awa Pit|namebases-southAmerica.js|8|lnrt|0|4|11|South America|Barbacoan|NO|NO
7602|Paez|namebases-southAmerica.js|10|lnrt|0|4|11|||NO|NO
7660|Bora|namebases-southAmerica.js|9|lnrt|0|4|11|South America|Witotoan|NO|NO
7835|Comanche|namebases-northAmerica.js|10|lnrt|0|4|11|North America|Uto-Aztecan|NO|NO
7836|Hopi|namebases-northAmerica.js|10|y|0|4|11|North America|Uto-Aztecan|NO|NO
7837|Shoshoni|namebases-northAmerica.js|10|lnrt|0|4|11|North America|Uto-Aztecan|NO|NO
7879|Bauré|namebases-southAmerica.js|9|lnrt|0|4|11|South America|Arawakan|NO|NO
7940|Enlhet|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Enlhet-Enenlhet|NO|NO
7941|Kanamari|namebases-southAmerica.js|9|lnrt|0|4|11|South America|Arauan|NO|NO
7942|Mocoví|namebases-southAmerica.js|7|lnrt|0|4|11|South America|Guaicuruan|NO|NO
7943|Wounaan|namebases-southAmerica.js|10|lnrt|0|4|11|Central America|Chocoan|NO|NO
7944|Mapudungun|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Araucanian|NO|NO
7945|Ona|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Chonan|NO|NO
7946|Yahgan|namebases-southAmerica.js|9|lnrt|0|4|11|South America|Yahgan isolate|NO|NO
8050|Kalaallisut|namebases-northAmerica.js|9|lnrt|0|4|11|Arctic|Eskimo–Aleut|NO|NO
8052|Cabiyari|namebases-southAmerica.js|8|lnrt|0|4|11|South America|Arawakan|NO|NO
8053|Carijona|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Cariban|NO|NO
8054|Kakwa (Cacua)|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Nadahup|NO|NO
8055|Chontal Maya|namebases-northAmerica.js|8|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8057|Cora|namebases-northAmerica.js|9|lnrt|0|4|11|North America|Uto-Aztecan|NO|NO
8058|Cuiba|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Guahiboan|NO|NO
8059|Culina|namebases-southAmerica.js|9|lnrt|0|4|11|||NO|NO
8110|Cayuvava|namebases-southAmerica.js|9|lnrt|0|4|11|South America|Cayubaba isolate|NO|NO
8111|Alutiiq|namebases-northAmerica.js|7|lnrt|0|4|11|Arctic|Yupik|NO|NO
8112|Guarani|namebases-southAmerica.js|7|lnrt|0|4|11|South America|Tupian|NO|NO
8113|Guahibo (Sikuani)|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Guahiboan|NO|NO
8114|Guayabero|namebases-southAmerica.js|7|lnrt|0|4|11|South America|Guahiboan|NO|NO
8115|Guajá|namebases-southAmerica.js|7|lnrt|0|4|11|South America|Tupian|NO|NO
8116|Guarayu|namebases-southAmerica.js|9|lnrt|0|4|11|South America|Tupian|NO|NO
8118|Huichol|namebases-northAmerica.js|9|lnrt|0|4|11|North America|Uto-Aztecan|NO|NO
8119|Inuinnaqtun|namebases-northAmerica.js|8|lnrt|0|4|11|Arctic|Eskimo–Aleut|NO|NO
8125|Q'eqchi'|namebases-northAmerica.js|9|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8126|Tzeltal|namebases-northAmerica.js|7|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8127|Tzotzil|namebases-northAmerica.js|8|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8128|Yucatec Maya|namebases-northAmerica.js|10|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8129|Kaqchikel|namebases-northAmerica.js|10|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8130|Ixil|namebases-northAmerica.js|10|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8131|Jakaltek|namebases-northAmerica.js|7|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8132|K'iche'|namebases-northAmerica.js|8|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8133|Lacandon|namebases-northAmerica.js|9|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8134|Mam|namebases-northAmerica.js|8|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8135|Mopán|namebases-southAmerica.js|10|lnrt|0|4|11|||NO|NO
8136|Poqomam|namebases-northAmerica.js|10|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8137|Poqomchi'|namebases-northAmerica.js|10|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8138|Tojolab'al|namebases-southAmerica.js|8|lnrt|0|4|11|||NO|NO
8139|Tz'utujil|namebases-northAmerica.js|9|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8141|Sakapultek|namebases-northAmerica.js|9|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8142|Sipakapense|namebases-northAmerica.js|8|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8143|Tektitek|namebases-northAmerica.js|7|lnrt|0|4|11|Mesoamerica|Mayan|NO|NO
8144|Uspanteko|namebases-southAmerica.js|6|lnrt|0|4|11|||NO|NO
8425|Matlatzinca|namebases-northAmerica.js|10|lnrt|0|4|11|Mesoamerica|Oto-Manguean|NO|NO
8426|Mazahua|namebases-northAmerica.js|10|lnrt|0|4|11|Mesoamerica|Oto-Manguean|NO|NO
8428|Mixtec|namebases-northAmerica.js|8|lnrt|0|4|11|Mesoamerica|Oto-Manguean|NO|NO
8429|Otomi|namebases-northAmerica.js|8|lnrt|0|4|11|Mesoamerica|Oto-Manguean|NO|NO
8430|Zapotec|namebases-northAmerica.js|10|lnrt|0|4|11|Mesoamerica|Oto-Manguean|NO|NO
8481|Mayo|namebases-northAmerica.js|10|lnrt|0|4|11|North America|Uto-Aztecan|NO|NO
8483|O'odham|namebases-northAmerica.js|8|lnrt|0|4|11|North America|Uto-Aztecan|NO|NO
8484|Pima Bajo|namebases-northAmerica.js|9|lnrt|0|4|11|North America|Uto-Aztecan|NO|NO
8485|Tarahumara|namebases-northAmerica.js|10|lnrt|0|4|11|North America|Uto-Aztecan|NO|NO
8486|Huarijio|namebases-northAmerica.js|10|lnrt|0|4|11|North America|Uto-Aztecan|NO|NO
8487|Yaqui|namebases-northAmerica.js|6|lnrt|0|4|11|North America|Uto-Aztecan|NO|NO
8605|Macushi|namebases-southAmerica.js|8|lnrt|0|4|11|South America|Cariban|NO|NO
8606|Waiwai|namebases-southAmerica.js|7|lnrt|0|4|11|South America|Cariban|NO|NO
8607|Yukpa|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Cariban|NO|NO
8653|Piapoco|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Arawakan|NO|NO
8655|Wapishana|namebases-southAmerica.js|10|lnrt|0|4|11|South America|Arawakan|NO|NO
8660|Brunei Malay|namebases-asia.js|10|lnrt|0|4|10|Southeast Asia|Malayo-Polynesian|NO|NO
8866|Chorote|namebases-southAmerica.js|6|lnrt|0|4|11|South America|Matacoan|NO|NO
8868|Choshuenco|namebases-southAmerica.js|9|lnrt|0|4|11|South America|Mapuche|NO|NO
9165|Cocoliche|namebases-southAmerica.js|11|lnrt|0|4|11|Misc|Pidgin|NO|NO
9480|Tungusic|namebases-asia.js|10|lnrt|0|4|10|||NO|NO
9821|Cocos Malay|namebases-asia.js|9|lnrt|0|4|10|Indian Ocean|Malay-based|NO|NO
10280|Dhd|namebases-africa.js|7|lnrt|0|4|11|||NO|NO
10384|East Zenati|namebases-africa.js|8|lnrt|0|4|11|Africa|Zenati Berber|NO|NO
