i,name,file,seeds,d,m,min,max,region,family,reviewed
2306,Kewat,namebases-asia.js,41,tdnl,0,4,11,Asia,Indo-Aryan,[ ]
2307,Kurmali,namebases-asia.js,41,tdnl,0,4,11,Asia,Bihari,[ ]
2308,Kelabit,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
2311,Labrador Inuit Pidgin French (dedicated),namebases-northAmerica.js,41,lnrs,0,4,11,None,None,[ ]
2312,Lachi,namebases-asia.js,41,lnrt,0,4,11,Asia,Kra,[ ]
2313,Laha,namebases-asia.js,41,lnrt,0,4,11,Asia,Kra,[ ]
2314,Lahu,namebases-asia.js,41,abr,0,4,11,Sino-Tibetan region,Sino-Tibetan,[ ]
2315,Laiuse Romani,namebases-europe.js,50,ln,0,4,11,Eurasia,Romani,[ ]
2316,Lakota,namebases-northAmerica.js,41,tdnl,0,4,11,North America,Siouan,[ ]
2319,Lanping Bai dialect,namebases-asia.js,41,,0,4,11,Sino-Tibetan region,Bai,[ ]
2320,Tura,namebases-europe.js,50,lnrt,0,4,11,Eurasia,Southern Mansi,[ ]
2321,Northern Khanty,namebases-europe.js,50,akiut,0,4,11,Eurasia,Northern Khanty,[ ]
2322,Sherkal,namebases-europe.js,50,lnrt,0,4,11,Eurasia,Northern Khanty,[ ]
2323,Southern Khanty,namebases-europe.js,50,akiut,0,4,11,Eurasia,Southern Khanty,[ ]
2324,Upper Demjanka,namebases-europe.js,50,lnrt,0,4,11,Eurasia,Southern Khanty,[ ]
2325,Surgut Khanty,namebases-europe.js,50,akiut,0,4,11,Eurasia,Eastern Khanty,[ ]
2326,Malij Jugan,namebases-europe.js,50,lnrt,0,4,11,Eurasia,Eastern Khanty,[ ]
2327,Tremjugan,namebases-europe.js,50,lnrt,0,4,11,Eurasia,Eastern Khanty,[ ]
2341,Zenati Berber,namebases-africa.js,47,s,0,4,11,Africa,Zenati Berber,[ ]
2343,Kurambhag Paharia,namebases-asia.js,41,tdnl,0,4,11,Asia,North Dravidian,[ ]
2344,Kurichiya,namebases-asia.js,41,tdnl,0,4,11,Asia,South Dravidian,[ ]
2345,Azd Dialect,namebases-asia.js,41,lnrt,0,4,11,None,None,[ ]
2346,Ejtun Dialect,namebases-europe.js,50,lnrt,0,4,11,None,None,[ ]
2348,Aas Whistled,namebases-europe.js,50,lnrs,0,4,11,Europe,Gascon Occitan,[ ]
2351,Abkhaz,namebases-asia.js,41,cltr,0,4,11,Caucasus,Northwest Caucasian,[ ]
2356,Adyghe,namebases-asia.js,41,cltr,0,4,11,Caucasus,Northwest Caucasian,[ ]
2362,Afro Seminole Creole,namebases-asia.js,41,lnrt,0,4,11,None,None,[ ]
2370,Lao,namebases-asia.js,41,lnrt,0,4,11,Asia,Tai-Kadai,[ ]
2371,Southeastern Moksha,namebases-europe.js,50,lnrt,0,4,11,Eurasia,Moksha,[ ]
2372,Western Moksha,namebases-europe.js,50,lnrt,0,4,11,Eurasia,Moksha,[ ]
2373,Syktyvkar,namebases-europe.js,50,lnrt,0,4,11,Eurasia,Komi-Zyryan,[ ]
2375,Sanchursk,namebases-europe.js,50,akiut,0,4,11,Eurasia,Northwestern Mari,[ ]
2376,Sharanga,namebases-europe.js,50,akiut,0,4,11,Eurasia,Northwestern Mari,[ ]
2377,Selkup,namebases-europe.js,50,akiut,0,4,11,Eurasia,Selkup,[ ]
2378,Northern Selkup,namebases-europe.js,50,akiut,0,4,11,Eurasia,Selkup,[ ]
2379,Northern Mansi,namebases-europe.js,50,akiut,0,4,11,Eurasia,Northern Mansi,[ ]
2380,Sosva,namebases-europe.js,50,lnrt,0,4,11,Eurasia,Northern Mansi,[ ]
2384,Kva,namebases-asia.js,41,lnrt,0,4,11,None,None,[ ]
2385,Kvx,namebases-asia.js,41,lnrt,0,4,11,None,None,[ ]
2386,Kwoma Manambu Pidgin,namebases-asia.js,41,lnrt,0,4,11,None,None,[ ]
2387,Kxu,namebases-asia.js,41,lnrt,0,4,11,None,None,[ ]
2389,Kyakhta Russian Chinese Pidgin,namebases-asia.js,41,cltr,0,4,11,None,None,[ ]
2390,Kyowa Go,namebases-asia.js,41,,0,4,11,None,None,[ ]
2391,Kyv,namebases-asia.js,41,lnrt,0,4,11,None,None,[ ]
2392,Kyw,namebases-asia.js,41,lnrt,0,4,11,None,None,[ ]
2393,Kzi,namebases-asia.js,41,lnrt,0,4,11,None,None,[ ]
2407,Laua,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Southeast Papuan,[ ]
2408,Laven,namebases-asia.js,41,,0,4,11,Asia,Bahnaric,[ ]
2409,Lavi,namebases-asia.js,41,,0,4,11,Asia,Bahnaric,[ ]
2410,Lauje,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Austronesian,[ ]
2411,Laz,namebases-asia.js,41,cltr,0,4,11,Caucasus,Kartvelian,[ ]
2412,Lak,namebases-asia.js,41,cltr,0,4,11,Caucasus,Northeast Caucasian,[ ]
2413,Ladakhi,namebases-asia.js,41,lnrt,0,4,11,Asia,Tibetic,[ ]
2414,Leivu,namebases-europe.js,50,akiut,0,4,11,Eurasia,South Estonian,[ ]
2415,Lembena,namebases-oceania.js,36,k,0,4,11,Pacific,Engan,[ ]
2416,Lemi region,namebases-europe.js,50,lnrt,0,4,11,Eurasia,Southeastern Dialects,[ ]
2417,Lepcha,namebases-asia.js,41,,0,4,11,Sino-Tibetan region,Sino-Tibetan,[ ]
2418,Levantine Arabic,namebases-asia.js,41,bns,0,4,11,Middle East,Levantine,[ ]
2419,Lezgin,namebases-asia.js,41,cltr,0,4,11,Caucasus,Northeast Caucasian,[ ]
2420,Lhomi,namebases-asia.js,41,kn,0,4,11,Asia,Tibetic,[ ]
2424,Wapan,namebases-africa.js,47,,0,4,11,Africa,Niger-Congo,[ ]
2425,Limba,namebases-africa.js,47,lnrt,0,4,11,Africa,Mel,[ ]
2426,Wushi,namebases-africa.js,47,lnrt,0,4,11,Africa,Niger-Congo,[ ]
2427,Lingling,namebases-asia.js,41,l,0,4,11,East Asia,Mixed,[ ]
2428,Lisu,namebases-asia.js,41,bt,0,4,11,Sino-Tibetan region,Sino-Tibetan,[ ]
2429,Livvi,namebases-europe.js,50,lnrt,0,4,11,Eurasia,Livvi,[ ]
2430,Yakkha,namebases-asia.js,41,s,0,4,11,Asia,Kiranti,[ ]
2431,Avar,namebases-asia.js,41,cltr,0,4,11,Caucasus,Northeast Caucasian,[ ]
2432,Yerukala,namebases-asia.js,41,tdnl,0,4,11,Asia,South Dravidian,[ ]
2433,Levantine,namebases-asia.js,41,ankprs,0,4,12,None,None,[ ]
2434,Yulu,namebases-africa.js,47,lnrt,0,4,11,Africa,Nilo-Saharan,[ ]
2435,Movima,namebases-southAmerica.js,34,lnrt,0,4,11,South America,Movima isolate,[ ]
2436,Nonuya,namebases-southAmerica.js,34,lnrt,0,4,11,South America,Witotoan,[ ]
2437,Ocaina,namebases-southAmerica.js,34,lnrt,0,4,11,South America,Witotoan,[ ]
2438,Tibetan,namebases-asia.js,41,lnrt,0,4,12,None,None,[ ]
2439,Cuicatec,namebases-northAmerica.js,41,l,0,4,11,Mesoamerica,Oto-Manguean,[ ]
2440,Guna,namebases-southAmerica.js,34,lnrt,0,4,11,Central America,Chibchan,[ ]
2441,Meitei,namebases-asia.js,41,lnrt,0,4,12,South Asia,Tibeto-Burman,[ ]
2442,Karenic,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2443,Bai,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Bai,[ ]
2444,Tujia,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2445,West Himalayish,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2446,Tamangic,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2447,Kiranti,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2448,Qiangic,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2449,Gyalrongic,namebases-asia.js,41,lnrt,0,4,12,Sino-Tibetan region,Gyalrongic,[ ]
2450,Ersuic,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2451,Naic,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2452,Naga,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2453,Kuki-Chin,namebases-asia.js,41,lnrt,0,4,12,None,None,[ ]
2455,Jingpho-Luish,namebases-asia.js,41,lnrt,0,4,12,None,None,[ ]
2456,Arunachal,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2457,Mandarin,namebases-africa.js,47,ms,0,5,10,Sino-Tibetan region,Sino-Tibetan,[ ]
2458,Gan,namebases-asia.js,41,,0,5,10,Sino-Tibetan region,Sino-Tibetan,[ ]
2459,Min,namebases-asia.js,41,lr,0,5,10,Sino-Tibetan region,Sino-Tibetan,[ ]
2460,Wu,namebases-asia.js,41,l,0,5,10,Sino-Tibetan region,Sino-Tibetan,[ ]
2461,Xiang,namebases-asia.js,41,,0,5,10,Sino-Tibetan region,Sino-Tibetan,[ ]
2462,Jin,namebases-asia.js,41,l,0,5,10,Sino-Tibetan region,Sino-Tibetan,[ ]
2463,Hui,namebases-asia.js,41,l,0,5,10,Sino-Tibetan region,Sino-Tibetan,[ ]
2464,Pinghua,namebases-asia.js,41,l,0,5,10,Sino-Tibetan region,Sino-Tibetan,[ ]
2465,Hakka,namebases-asia.js,41,r,0,5,10,Sino-Tibetan region,Hakka,[ ]
2466,Magar,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2467,Kham,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2469,Bhujel,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2470,Ahtna,namebases-northAmerica.js,41,lnrt,0,4,11,North America,Na-Dene,[ ]
2471,Dhimal,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2472,Toto,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2473,Air Tamajeq,namebases-africa.js,47,stnlrkm,0,4,11,Africa,Tuareg Berber,[ ]
2474,Miju-Meyor,namebases-asia.js,41,lnrt,0,4,12,None,None,[ ]
2475,Koro,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2476,Idu-Taraon,namebases-asia.js,41,lnrt,0,4,12,None,None,[ ]
2479,Zeme,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2480,Konyak,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2481,Tangkhulic,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2482,Mru,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2483,Karbi,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2484,Tshangla,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2485,Tani,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2486,Basum,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2487,Nam,namebases-africa.js,47,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2489,Ole,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2490,Kho-Bwa,namebases-asia.js,41,,0,4,12,None,None,[ ]
2491,Songlin,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2494,Kathu,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2495,Cai-Long,namebases-asia.js,41,lnrt,0,4,12,None,None,[ ]
2497,Lolo-Burmese,namebases-asia.js,41,lnrt,0,4,11,None,None,[ ]
2498,Loloish,namebases-asia.js,41,,0,4,11,Sino-Tibetan region,Sino-Tibetan,[ ]
2499,Mondzish,namebases-africa.js,47,,0,4,11,Sino-Tibetan region,Sino-Tibetan,[ ]
2500,Raji-Raute,namebases-asia.js,41,lnrt,0,4,12,None,None,[ ]
2502,Lhokpu,namebases-asia.js,41,,0,4,12,Sino-Tibetan region,Sino-Tibetan,[ ]
2509,Mandinka,namebases-africa.js,47,lnrt,0,4,12,Africa,Mande,[ ]
2512,Ga,namebases-africa.js,47,lnrt,0,4,12,Africa,Ga–Dangme,[ ]
2522,Oromo,namebases-africa.js,47,lnrt,0,4,12,Horn of Africa,Cushitic,[ ]
2527,Mehri,namebases-asia.js,41,lnrt,0,4,12,None,None,[ ]
2528,Maltese,namebases-europe.js,50,bns,0,4,12,Europe,Semitic,[ ]
2535,Gamo-Gofa-Dawro,namebases-africa.js,47,lnrt,0,4,12,None,None,[ ]
2548,Qeqchi,namebases-northAmerica.js,41,lnrt,0,4,12,None,None,[ ]
2549,Kiche,namebases-northAmerica.js,41,lnrt,0,4,12,None,None,[ ]
2550,Yucatec-Maya,namebases-northAmerica.js,41,kpt,0,4,12,None,None,[ ]
2558,Totonac,namebases-northAmerica.js,41,lnrt,0,4,12,Mesoamerica,Totonacan,[ ]
2561,Qanjobal,namebases-northAmerica.js,41,kpt,0,4,12,None,None,[ ]
2565,Southern-Quechua,namebases-northAmerica.js,41,lnrtkxgms,0,4,12,None,None,[ ]
2570,Khmer,namebases-asia.js,41,,0,4,12,Asia,Khmeric,[ ]
2574,Hindi,namebases-asia.js,41,tdnl,0,5,11,Asia,Western Hindi,[ ]
2575,Scottish-Gaelic,namebases-europe.js,50,lnrt,0,4,12,None,None,[ ]
2576,Miskito,namebases-southAmerica.js,34,lnrt,0,4,12,Central America,Misumalpan,[ ]
2580,Tikuna,namebases-southAmerica.js,34,lnrt,0,4,12,South America,Ticuna–Yuri,[ ]
2584,Tagalog,namebases-oceania.js,36,lnrt,0,4,12,Pacific,Austronesian,[ ]
2585,Indonesian,namebases-oceania.js,36,lnrt,0,4,12,Pacific,Austronesian,[ ]
2586,Malay,namebases-oceania.js,36,,0,4,12,Pacific,Austronesian,[ ]
2587,Maori,namebases-oceania.js,36,lnrt,0,4,12,Pacific,Polynesian,[ ]
2588,Samoan,namebases-oceania.js,36,lnrt,0,4,12,Pacific,Austronesian,[ ]
2589,Fijian,namebases-oceania.js,36,lnrt,0,4,12,Pacific,Austronesian,[ ]
2592,Bengali,namebases-asia.js,41,tdnl,0,5,11,Asia,Bengali–Assamese,[ ]
2593,Punjabi,namebases-asia.js,41,tdnl,0,6,11,Asia,Punjabi–Lahnda,[ ]
2594,Urdu,namebases-asia.js,41,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
2595,Gujarati,namebases-asia.js,41,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
2596,Sinhala,namebases-asia.js,41,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
2600,Albanian,namebases-europe.js,50,lnrt,0,4,12,Europe,Indo-European,[ ]
2601,Kurdish,namebases-asia.js,41,lnrt,0,4,12,Asia,Kurdish,[ ]
2602,Pashto,namebases-asia.js,41,tdnl,0,4,12,Asia,Indo-Iranian,[ ]
2603,Persian,namebases-asia.js,41,lnrt,0,4,12,West Asia,Iranian,[ ]
2606,Estonian,namebases-europe.js,50,akiut,0,4,12,Europe,North Estonian,[ ]
2611,Tlingit,namebases-northAmerica.js,41,lnrt,0,4,12,North America,Na-Dene,[ ]
2613,Salish,namebases-northAmerica.js,41,lnrt,0,4,12,North America,Salishan,[ ]
2614,Georgian,namebases-asia.js,41,cltr,0,4,12,Caucasus,Kartvelian,[ ]
2615,Armenian,namebases-asia.js,41,lnrt,0,4,12,Caucasus,Indo-European,[ ]
2616,Kazakh,namebases-asia.js,41,lnot,0,4,12,Central Asia,Kipchak Turkic,[ ]
2617,Uzbek,namebases-asia.js,41,lnot,0,4,12,Central Asia,Karluk Turkic,[ ]
2618,Kyrgyz,namebases-asia.js,41,lnot,0,4,12,Central Asia,Kipchak Turkic,[ ]
2619,Uyghur,namebases-asia.js,41,lnot,0,4,12,Central Asia,Karluk Turkic,[ ]
2620,Tajik,namebases-asia.js,41,tdnl,0,4,12,Central Asia,Indo-Iranian,[ ]
2622,Arawak,namebases-southAmerica.js,34,,0,4,11,South America,Arawakan,[ ]
2624,Sardinian,namebases-europe.js,50,nld,0,4,12,Europe,Sardinian,[ ]
2625,Romansh,namebases-europe.js,50,nld,0,4,12,Europe,Romansh,[ ]
2627,Faroese,namebases-europe.js,50,nld,0,4,12,Europe,Germanic,[ ]
2630,Ingush,namebases-asia.js,41,cltr,0,4,12,Caucasus,Northeast Caucasian,[ ]
2631,Ossetian,namebases-asia.js,41,tdnl,0,4,12,Caucasus,Indo-Iranian,[ ]
2633,Turkmen,namebases-asia.js,41,lnot,0,4,12,Central Asia,Oghuz Turkic,[ ]
2635,Northern Sami,namebases-europe.js,50,akiut,0,4,12,Europe,Northern Sami,[ ]
2637,Buryat,namebases-asia.js,41,lnrt,0,4,12,Asia,Mongolic,[ ]
2639,Manx,namebases-europe.js,50,lnrt,0,4,12,Europe,Celtic,[ ]
2641,Sicilian,namebases-europe.js,50,lnrt,0,4,12,Europe,Sicilian,[ ]
2642,Bashkir,namebases-europe.js,50,lnot,0,4,12,Asia,Kipchak Turkic,[ ]
2643,Chuvash,namebases-europe.js,50,lnot,0,4,12,Europe,Oghur Turkic,[ ]
2645,Komi Permyak,namebases-europe.js,50,akiut,0,4,12,None,None,[ ]
2646,Komi Zyryan,namebases-europe.js,50,akiut,0,4,12,None,None,[ ]
2647,Ndebele,namebases-africa.js,47,,0,4,12,Africa,Bantu,[ ]
2649,Asturian,namebases-europe.js,50,lnrt,0,4,12,Europe,Astur-Leonese,[ ]
2651,Kashmiri,namebases-asia.js,41,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
2652,Sindhi,namebases-asia.js,41,tdnl,0,4,12,Asia,Indo-Aryan,[ ]
2653,Balochi,namebases-asia.js,41,lnrt,0,4,12,Asia,Iranian,[ ]
2654,Sranan,namebases-southAmerica.js,34,lnrt,0,4,12,South America,Creole,[ ]
2656,Luxembourgish,namebases-europe.js,50,lnrt,0,4,12,Europe,Germanic,[ ]
2657,Silesian,namebases-europe.js,50,lnrt,0,4,12,Europe,Lechitic,[ ]
2658,Nogai,namebases-asia.js,41,lnot,0,4,12,Caucasus,Kipchak Turkic,[ ]
2659,Kalmyk,namebases-europe.js,50,lnrt,0,4,12,Asia,Mongolic,[ ]
2662,Innu,namebases-northAmerica.js,41,lnrt,0,4,12,North America,Algonquian,[ ]
2663,Friulian,namebases-europe.js,50,lnrt,0,4,12,Europe,Friulian,[ ]
2664,Ladin,namebases-europe.js,50,lnrt,0,4,12,Europe,Ladin,[ ]
2665,Walloon,namebases-europe.js,50,nlrs,0,4,12,Europe,Oïl Dialects,[ ]
2666,Sundanese,namebases-asia.js,41,,0,4,12,Southeast Asia,Malayo-Polynesian,[ ]
2667,Cebuano,namebases-asia.js,41,,0,4,12,Southeast Asia,Malayo-Polynesian,[ ]
2669,Neapolitan,namebases-europe.js,50,lnrt,0,4,12,Europe,Neapolitan,[ ]
2670,Zhuang,namebases-asia.js,41,lnrtkxgms,0,4,12,East Asia,Tai,[ ]
2672,Kam-Sui,namebases-asia.js,41,lnrt,0,4,12,None,None,[ ]
2673,Kra,namebases-asia.js,41,lnrt,0,4,12,Asia,Kra,[ ]
2674,Hlai,namebases-asia.js,41,lnrt,0,4,12,Asia,Hlai,[ ]
2675,Shan,namebases-asia.js,41,lnrt,0,4,12,Southeast Asia,Tai,[ ]
2676,Mari,namebases-europe.js,50,akiut,0,4,12,None,None,[ ]
2677,Erzya,namebases-europe.js,50,lnrt,0,4,12,Eurasia,Erzya,[ ]
2678,Northwestern Mari,namebases-europe.js,50,akiut,0,4,12,Eurasia,Northwestern Mari,[ ]
2680,Ob-Ugric,namebases-europe.js,50,lnrt,0,4,12,None,None,[ ]
2699,Athpahariya,namebases-asia.js,41,tdnl,0,4,11,None,None,[ ]
2701,Bahing/Bayung (dedicated),namebases-africa.js,47,lnrt,0,4,11,None,None,[ ]
2702,Elfdalian,namebases-europe.js,50,lnrt,0,4,11,Europe,North Germanic,[ ]
2709,Welsh,namebases-europe.js,50,lnrt,0,4,11,Europe,Celtic,[ ]
2710,Russian,namebases-europe.js,50,cltr,0,4,11,Europe,East Slavic,[ ]
2715,Slovak,namebases-europe.js,50,cltr,0,4,11,Europe,Czech-Slovak,[ ]
2716,Polish,namebases-europe.js,50,cltr,0,4,11,Europe,Lechitic,[ ]
2717,Kashubian,namebases-europe.js,50,cltr,0,4,11,Europe,Lechitic,[ ]
2719,Aku,namebases-africa.js,47,lnrt,0,4,11,Africa,English-based,[ ]
2720,Bosnian,namebases-europe.js,50,cltr,0,4,11,Europe,Western South Slavic,[ ]
2721,Croatian,namebases-europe.js,50,cltr,0,4,11,Europe,Western South Slavic,[ ]
2722,Montenegrin (dedicated),namebases-africa.js,47,lnrt,0,4,11,None,None,[ ]
2723,Serbian,namebases-europe.js,50,cltr,0,4,11,Europe,Western South Slavic,[ ]
2725,Macedonian,namebases-europe.js,50,cltr,0,4,11,Europe,Eastern South Slavic,[ ]
2726,Slovene,namebases-europe.js,50,cltr,0,4,11,Europe,Western South Slavic,[ ]
2728,Dutch,namebases-europe.js,50,lnrt,0,4,11,Europe,Germanic,[ ]
2729,Yiddish,namebases-europe.js,50,lnrt,0,4,11,Europe,Germanic,[ ]
2730,Frisian,namebases-europe.js,50,lnrt,0,4,11,Europe,Germanic,[ ]
2732,Swiss German,namebases-europe.js,50,cltr,0,4,11,Europe,Germanic,[ ]
2733,Scots,namebases-europe.js,50,lnrt,0,4,11,Europe,Germanic,[ ]
2734,Awa,namebases-oceania.js,36,,0,4,11,Pacific,Kainantu–Goroka,[ ]
2736,Awbono,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Bayono–Awbono,[ ]
2737,Awin,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Awin–Pa,[ ]
2741,Beami,namebases-oceania.js,36,lnrt,0,4,11,Pacific,Bosavi,[ ]
2742,Beary,namebases-asia.js,41,tdnl,0,4,11,Asia,South Dravidian,[ ]
2744,Tongan,namebases-oceania.js,36,lnrt,0,4,12,Pacific,Polynesian,[ ]
2745,Tahitian,namebases-oceania.js,36,lnrt,0,4,12,Pacific,Polynesian,[ ]
2746,Marshallese,namebases-oceania.js,36,lnrt,0,4,12,Pacific,Micronesian,[ ]
2747,Palauan,namebases-oceania.js,36,lnrt,0,4,12,Pacific,Micronesian,[ ]
2748,Chamorro,namebases-oceania.js,36,lnrt,0,4,12,Pacific,Micronesian,[ ]
2749,Kiribati,namebases-oceania.js,36,lnrt,0,4,12,Pacific,Micronesian,[ ]
2750,Rarotongan,namebases-oceania.js,36,lnrt,0,4,12,Pacific,Polynesian,[ ]
3008,Aluku,namebases-southAmerica.js,34,adeo,0,4,11,South America,English-based,[ ]
3125,Hamer,namebases-africa.js,47,lnrt,0,4,11,Africa,Omotic,[ ]
3126,Amh,namebases-africa.js,47,lnrt,0,4,11,Horn of Africa,South Ethiopic,[ ]
3256,Angas,namebases-africa.js,47,lnrt,0,4,11,Africa,Chadic,[ ]
3257,Auyokawa,namebases-africa.js,47,,0,4,11,Africa,Chadic,[ ]
3258,Bade alias,namebases-africa.js,47,lnrt,0,4,11,Africa,Chadic,[ ]
3259,Barein,namebases-africa.js,47,lnrt,0,4,11,Africa,Chadic,[ ]
3260,Beele,namebases-africa.js,47,lnrt,0,4,11,Africa,Chadic,[ ]
3330,Amuzgo,namebases-northAmerica.js,41,l,0,4,11,Mesoamerica,Oto-Manguean,[ ]
3331,Anaang,namebases-africa.js,47,lnrt,0,4,11,Africa,Niger-Congo,[ ]
4205,Sri Lankan Malay,namebases-asia.js,41,,0,4,10,Asia,Malay-based,[ ]
4797,Gondi,namebases-asia.js,41,tdnl,0,4,10,Asia,South-Central Dravidian,[ ]
5258,Aringa,namebases-africa.js,47,lnrt,0,4,11,Africa,Nilo-Saharan,[ ]
5260,Aro,namebases-africa.js,47,lnrt,0,4,11,None,None,[ ]
5306,Aroid,namebases-africa.js,47,lnrt,0,4,11,Africa,Omotic,[ ]
5309,Ashaninka,namebases-southAmerica.js,34,lnrt,0,4,11,South America,Arawakan,[ ]
5310,Asoa,namebases-africa.js,47,lnrt,0,4,11,Africa,Nilo-Saharan,[ ]
5360,Atsam,namebases-africa.js,47,lnrt,0,4,11,Africa,Niger-Congo,[ ]
5366,Bambassi,namebases-africa.js,47,lnrt,0,4,11,Africa,Omotic,[ ]
5367,Tagoi,namebases-africa.js,47,lnrt,0,4,11,Africa,Niger-Congo,[ ]
5368,Wali Sudan,namebases-africa.js,47,,0,4,11,Africa,Nilo-Saharan,[ ]
5372,Samo (Burkina),namebases-africa.js,47,lnrt,0,4,11,Africa,Mande,[ ]
5373,Ekoka !Kung,namebases-africa.js,47,lnrtkxgms,0,4,11,None,None,[ ]
5374,!Kx'ao-'ae,namebases-africa.js,47,lnrt,0,4,11,None,None,[ ]
5379,Zarma,namebases-africa.js,47,lnrt,0,4,11,Africa,Songhay,[ ]
5380,Seze,namebases-africa.js,47,lnrt,0,4,11,Africa,Nilo-Saharan,[ ]
5382,Sena,namebases-africa.js,47,lnrt,0,4,11,Africa,Niger-Congo,[ ]
5383,Tshiluba,namebases-africa.js,47,lnrt,0,4,11,Africa,Niger-Congo,[ ]
5384,Sotho,namebases-africa.js,47,lnrt,0,4,11,Africa,Niger-Congo,[ ]
5385,Swazi,namebases-africa.js,47,,0,4,11,Africa,Niger-Congo,[ ]
5388,Sengele,namebases-africa.js,47,lnrt,0,4,11,Africa,Niger-Congo,[ ]
5389,Shi,namebases-africa.js,47,lnrt,0,4,11,Africa,Niger-Congo,[ ]
5390,Suba,namebases-africa.js,47,lnrt,0,4,11,Africa,Niger-Congo,[ ]
5391,Suku,namebases-africa.js,47,lnrt,0,4,11,Africa,Niger-Congo,[ ]
5392,Wongo,namebases-africa.js,47,lnrt,0,4,11,Africa,Niger-Congo,[ ]
5394,Sepedi,namebases-africa.js,47,lnrt,0,4,11,Africa,Niger-Congo,[ ]
5398,Umbundu,namebases-africa.js,47,lnrt,0,4,11,Africa,Niger-Congo,[ ]
5628,Awjila,namebases-africa.js,47,s,0,4,11,Africa,Eastern Berber,[ ]
5630,Aymara,namebases-southAmerica.js,34,lnrt,0,4,11,South America,Aymaran,[ ]
5631,Ayo,namebases-africa.js,47,lnrt,0,4,11,None,None,[ ]
5632,Ba-Ari,namebases-africa.js,47,lnrt,0,4,11,None,None,[ ]
5659,Baba,namebases-africa.js,47,lnrt,0,4,11,Africa,Niger-Congo,[ ]
5661,Bacama alias,namebases-africa.js,47,lnrt,0,4,11,Africa,Chadic,[ ]
5712,Barambu,namebases-africa.js,47,lnrt,0,4,11,Africa,Niger-Congo,[ ]
5810,Beni Snous,namebases-africa.js,47,lnrt,0,4,11,None,None,[ ]
5812,Berbice,namebases-southAmerica.js,34,lnrt,0,4,11,Misc,Dutch-based,[ ]
5813,Macaguán (Hitnü),namebases-southAmerica.js,34,lnrt,0,4,11,South America,Guahiboan,[ ]
5814,Arhuaco (Ikë),namebases-southAmerica.js,34,lnrtkxgms,0,4,11,None,None,[ ]
5815,Minica Huitoto,namebases-southAmerica.js,34,lnrt,0,4,11,South America,Witotoan,[ ]
5816,Muinane,namebases-southAmerica.js,34,lnrt,0,4,11,South America,Witotoan,[ ]
