score	kind	iso	name	family	category	lexifier	base	baseName	baseTopFamily	baseTopShare	baseTotal
9.000	base_family_outlier	ckh	Chak	Chak	Sino-Tibetan		62	Kuki-Chin	Kuki-Chin	0.75	12
9.000	base_family_outlier	kuki-chin	Kuki Chin	Sino-Tibetan	Sino-Tibetan		62	Kuki-Chin	Kuki-Chin	0.75	12
9.000	base_family_outlier	kuki-chin-naga	Kuki Chin Naga	Sino-Tibetan	Sino-Tibetan		62	Kuki-Chin	Kuki-Chin	0.75	12
7.000	base_family_outlier	avokaya	Avokaya	Nilo-Saharan	Nilo-Saharan		127	Moore	Niger-Congo	0.7	10
7.000	base_family_outlier	gude-language	Gude language	Chadic	Afroasiatic		127	Moore	Niger-Congo	0.7	10
7.000	base_family_outlier	hre	Hre	Bahnaric	Austroasiatic		181	Santali	Munda	0.875	8
7.000	base_family_outlier	moore	Moore	Gur	Niger-Congo		127	Moore	Niger-Congo	0.7	10
6.000	base_family_outlier	bamboo-english	Bamboo English	Pidgin	Pidgin	English	309	Pacific English Creole	English-based	0.8571428571428571	7
6.000	base_family_outlier	caw	Kallawaya	Mixed language	Mixed language		174	Southern-Quechua	Latin American	0.75	8
6.000	base_family_outlier	pipil	Pipil (Nawat)	Uto-Aztecan	Uto-Aztecan		169	Mazatec	Oto-Manguean	0.75	8
6.000	base_family_outlier	piraha	Pirah├ú	Muran	Amazonian		388	Kwaza-Xoc├│ Amazonian	North Dravidian	0.8571428571428571	7
6.000	base_family_outlier	rah	Rabha	Boro-Garo	Sino-Tibetan		65	Arunachal	Sino-Tibetan	0.8571428571428571	7
6.000	base_family_outlier	southern-quechua	Southern Quechua	Quechuan	Quechuan		174	Southern-Quechua	Latin American	0.75	8
6.000	base_family_outlier	zoq	Tabasco Zoque	Mixe-Zoque	Mixe-Zoque		169	Mazatec	Oto-Manguean	0.75	8
5.000	base_family_outlier	bunun-isbukun	Isbukun Bunun	Formosan	Austronesian		488	Muna-Buton	Austronesian	0.8333333333333334	6
5.000	base_family_outlier	micronesian-pidgin-english	Micronesian Pidgin English	English-based	Pidgin	English	244	Tongan	Polynesian	0.8333333333333334	6
	lexifier_base_mismatch	agalega-creole	Agalega Creole	French-based	Creole	French					
	lexifier_base_mismatch	aluku	Aluku	English-based	Creole	English					
	lexifier_base_mismatch	antillean-creole	Antillean Creole	French-based	Creole	French					
	lexifier_base_mismatch	bahamian-creole	Bahamian Creole	English-based	Creole	English					
	lexifier_base_mismatch	bajan-creole	Bajan Creole	English-based	Creole	English					
	lexifier_base_mismatch	belizean-creole	Belizean Creole	English-based	Creole	English					
	lexifier_base_mismatch	berbice	Berbice	Dutch-based	Creole	Dutch					
	lexifier_base_mismatch	bocas-del-toro-creole	Bocas del Toro Creole	English-based	Creole	English					
	lexifier_base_mismatch	cameroonian-pidgin	Cameroonian Pidgin	English-based	Creole	English					
	lexifier_base_mismatch	ewondo-populaire	Ewondo Populaire	Pidgin	Pidgin	Ewondo					
	lexifier_base_mismatch	fogo-creole	Fogo Creole	Portuguese-based	Creole	Portuguese					
	lexifier_base_mismatch	grenadian-creole-english	Grenadian Creole English	English-based	Creole	English					
	lexifier_base_mismatch	haitian-creole	Haitian Creole	French-based	Creole	French					
	lexifier_base_mismatch	jamaican-creole	Jamaican Creole	Creole	Creole	English					
	lexifier_base_mismatch	jamaican-maroon-creole	Jamaican Maroon Creole	English-based	Creole	English					
	lexifier_base_mismatch	javindo	Javindo	Dutch-based	Creole	Dutch					
	lexifier_base_mismatch	jersey-dutch	Jersey Dutch	Dutch-based	Creole	Dutch					
	lexifier_base_mismatch	leeward-caribbean-creole-english	Leeward Caribbean Creole English	English-based	Creole	English					
	lexifier_base_mismatch	liberian-kreyol	Liberian Kreyol	English-based	Creole	English					
	lexifier_base_mismatch	limonese-creole	Limonese Creole	English-based	Creole	English					
	lexifier_base_mismatch	mauritian-creole	Mauritian Creole	French-based	Creole	French					
	lexifier_base_mismatch	merico	Merico	English-based	Creole	English					
	lexifier_base_mismatch	miskito-coast-creole	Miskito Coast Creole	English-based	Creole	English					
	lexifier_base_mismatch	montserrat-creole	Montserrat Creole	English-based	Creole	English					
	lexifier_base_mismatch	negerhollands	Negerhollands	Dutch-based	Creole	Dutch					
	lexifier_base_mismatch	negro-dutch	Negro Dutch	Dutch-based	Creole	Dutch					
	lexifier_base_mismatch	petjo	Petjo	Dutch-based	Creole	Dutch					
	lexifier_base_mismatch	pichinglis	Pichinglis	English-based	Creole	English					
	lexifier_base_mismatch	pidgin-iha	Pidgin Iha	Pidgin	Pidgin	Iha					
	lexifier_base_mismatch	rama-cay-creole	Rama Cay Creole	English-based	Creole	English					
	lexifier_base_mismatch	saint-kitts-creole	Saint Kitts Creole	English-based	Creole	English					
	lexifier_base_mismatch	san-andres-providencia-creole	San Andr├⌐s-Providencia Creole	English-based	Creole	English					
	lexifier_base_mismatch	skepi-dutch-creole	Skepi Dutch Creole	Dutch-based	Creole	Dutch					
	lexifier_base_mismatch	sranan	Sranan	Creole	Creole	English					
	lexifier_base_mismatch	tobagonian-creole	Tobagonian Creole	English-based	Creole	English					
	lexifier_base_mismatch	trinidadian-creole	Trinidadian Creole	English-based	Creole	English					
	lexifier_base_mismatch	turks-and-caicos-creole	Turks and Caicos Creole	English-based	Creole	English					
	lexifier_base_mismatch	vincentian-creole	Vincentian Creole	English-based	Creole	English					
	lexifier_base_mismatch	virgin-islands-creole	Virgin Islands Creole	English-based	Creole	English					
	lexifier_unresolved	arabic-javanese-of-klego	Arabic-Javanese of Klego	Mixed	Mixed	Arabic-Javanese					
	lexifier_unresolved	arafundi-enga-pidgin	Arafundi-Enga Pidgin	Pidgin	Pidgin	Arafundi-Enga					
	lexifier_unresolved	badong-yao	Badong Yao	Hmong-Mien	Mixed	Chinese					
	lexifier_unresolved	bolze	Bolze	Mixed	Mixed	German-French					
	lexifier_unresolved	borgarm-let	Borgarm├Ñlet	Pidgin	Pidgin	Swedish					
	lexifier_unresolved	broken-slavey	Broken Slavey	Pidgin	Pidgin	Slavey					
	lexifier_unresolved	camtho	Camtho	Pidgin	Pidgin	Nguni					
	lexifier_unresolved	cappadocian-greek	Cappadocian Greek	Mixed	Mixed	Greek-Turkish					
	lexifier_unresolved	cauque-mayan-language	Cauque Mayan language	Mixed	Mixed	Mayan					
	lexifier_unresolved	cocoliche	Cocoliche	Pidgin	Pidgin	Italian-Spanish					
	lexifier_unresolved	duvle-wano-pidgin	Duvle-Wano Pidgin	Pidgin	Pidgin	Duvle-Wano					
	lexifier_unresolved	e	E mixed	Mixed	Mixed	Chinese					
	lexifier_unresolved	eskimo-trade-jargon	Eskimo Trade Jargon	Pidgin	Pidgin	Inuit					
	lexifier_unresolved	gurindji-kriol	Gurindji Kriol	Mixed	Mixed	Gurindji-English					
	lexifier_unresolved	hezhou	Hezhou	Mixed	Mixed	Chinese					
	lexifier_unresolved	international-sign	International Sign	Pidgin	Pidgin	Sign Language					
	lexifier_unresolved	inuktitut-english-pidgin	Inuktitut-English Pidgin	Pidgin	Pidgin	Inuktitut-English					
	lexifier_unresolved	italo-paulista	Italo-Paulista	Pidgin	Pidgin	Italian-Portuguese					
	lexifier_unresolved	kwoma-manambu-pidgin	Kwoma-Manambu Pidgin	Pidgin	Pidgin	Kwoma-Manambu					
	lexifier_unresolved	kyakhta-russian-chinese-pidgin	Kyakhta Russian-Chinese Pidgin	Pidgin	Pidgin	Chinese					
	lexifier_unresolved	kyowa-go	Kyowa-go	Pidgin	Pidgin	Japanese-Chinese					
	lexifier_unresolved	l-ngua-geral-amaz-nica	L├¡ngua Geral Amaz├┤nica	Mixed	Mixed	Tupian					
	lexifier_unresolved	l-ngua-geral-paulista	L├¡ngua Geral Paulista	Mixed	Mixed	Tupian					
	lexifier_unresolved	labrador-inuit-pidgin-french	Labrador Inuit Pidgin French	Pidgin	Pidgin	Inuit-French					
	lexifier_unresolved	light-warlpiri	Light Warlpiri	Mixed	Mixed	Warlpiri-English					
	lexifier_unresolved	lingling	Lingling	Mixed	Mixed	Chinese					
	lexifier_unresolved	loucheux-jargon	Loucheux Jargon	Pidgin	Pidgin	Gwich'in					
	lexifier_unresolved	maojia	Maojia	Hmong-Mien	Mixed	Chinese					
	lexifier_unresolved	maritime-polynesian-pidgin	Maritime Polynesian Pidgin	Pidgin	Pidgin	Polynesian					
	lexifier_unresolved	mbugu	Mbugu	Mixed	Mixed	Bantu-Cushitic					
	lexifier_unresolved	media-lengua	Media Lengua	Mixed	Mixed	Quechua-Spanish					
	lexifier_unresolved	mediterranean-lingua-franca	Mediterranean Lingua Franca	Pidgin	Pidgin	Romance					
	lexifier_unresolved	mednyj-aleut	Mednyj Aleut	Mixed	Mixed	Aleut-Russian					
	lexifier_unresolved	mekeo-pidgins	Mekeo pidgins	Pidgin	Pidgin	Mekeo					
	lexifier_unresolved	michif	Michif	Mixed	Mixed	Cree-French					
	lexifier_unresolved	mobilian-jargon	Mobilian Jargon	Pidgin	Pidgin	Mobilian					
	lexifier_unresolved	ndyuka-tiriy-pidgin	Ndyuka-Tiriy├│ Pidgin	Pidgin	Pidgin	Ndyuka-Tiriy├│					
	lexifier_unresolved	nootka-jargon	Nootka Jargon	Pidgin	Pidgin	Nootka					
	lexifier_unresolved	petuh	Petuh	Mixed	Mixed	German-French					
	lexifier_unresolved	pidgin-delaware	Pidgin Delaware	Pidgin	Pidgin	Delaware					
	lexifier_unresolved	pidgin-ngarluma	Pidgin Ngarluma	Pidgin	Pidgin	Ngarluma					
	lexifier_unresolved	pidgin-onin	Pidgin Onin	Pidgin	Pidgin	Onin					
	lexifier_unresolved	pretoria-sotho	Pretoria Sotho	Sotho-Tswana-based	Creole	Sotho-Tswana					
	lexifier_unresolved	russenorsk	Russenorsk	Pidgin	Pidgin	Russian-Norwegian					
	lexifier_unresolved	sango	Sango	Ngbandi-based	Creole	Ngbandi					
	lexifier_unresolved	she-chinese	She Chinese	Hmong-Mien	Mixed	Chinese					
	lexifier_unresolved	tangwang	Tangwang	Chinese-based	Mixed	Chinese					
	lexifier_unresolved	tansi	Tansi	Mixed	Mixed	Chinese					
	lexifier_unresolved	te-parau-tinito	Te Parau Tinito	Pidgin	Pidgin	Chinese-Tahitian					
	lexifier_unresolved	tinglish	Tinglish	Pidgin	Pidgin	Thai-English					
	lexifier_unresolved	waxiang	Waxiang	Mixed	Mixed	Chinese					
	lexifier_unresolved	wutunhua	Wutunhua	Mixed	Mixed	Chinese-Tibetan					
	lexifier_unresolved	xieheyu	Xieheyu	Pidgin	Pidgin	Chinese					
	lexifier_unresolved	yeheni	Yeheni	Hmong-Mien	Mixed	Chinese					
	lexifier_unresolved	younian	Younian	Hmong-Mien	Mixed	Chinese					
	missing_lexifier	barranquenho	Barranquenho	Portuguese	Romance						
	missing_lexifier	hiri-motu	Hiri Motu	Motu-based	Creole						
	missing_lexifier	qoqmoncaq	Qoqmoncaq	Mixed	Mixed						
