iso	name	langRegion	langFamily	langCategory	base	baseName	baseUses	dominantFamily	dominantFamilyDominance	dominantCategory	dominantCategoryDominance	dominantRegion	dominantRegionDominance	score	reasons
daza	Daza	Africa	Saharan	Nilo-Saharan	150	Xhosa	27	Niger-Congo	0.8148148148148148	Niger-Congo	0.8888888888888888	Africa	1	1.7777777777777777	category(Nilo-Saharan != Niger-Congo, dom=0.89)
dendi	Dendi	Africa	Nilo-Saharan	Nilo-Saharan	17	Berber	81	Berber	0.3950617283950617	Afroasiatic	0.9382716049382716	Africa	0.4691358024691358	1.876543209876543	category(Nilo-Saharan != Afroasiatic, dom=0.94)
dendi	Dendi	Africa	Nilo-Saharan	Nilo-Saharan	141	Hadiyya	17	Berber	0.23529411764705882	Afroasiatic	0.8823529411764706	Africa	0.5294117647058824	1.7647058823529411	category(Nilo-Saharan != Afroasiatic, dom=0.88)
dhuwal	Dhuwal	Australia	Australian Aboriginal	Australian Aboriginal	3	Italian	116	Central Italian	0.08620689655172414	Romance	0.8362068965517241	Europe	0.853448275862069	0.853448275862069	region(Australia != Europe, dom=0.85)
dinka	Dinka	Africa	Nilotic	Nilo-Saharan	155	Chichewa	36	Niger-Congo	0.8611111111111112	Niger-Congo	0.8888888888888888	Africa	1	4.361111111111111	family(Nilotic != Niger-Congo, dom=0.86); category(Nilo-Saharan != Niger-Congo, dom=0.89)
djaru	Djaru	Australia	Australian Aboriginal	Australian Aboriginal	3	Italian	116	Central Italian	0.08620689655172414	Romance	0.8362068965517241	Europe	0.853448275862069	0.853448275862069	region(Australia != Europe, dom=0.85)
djinang	Djinang	Australia	Australian Aboriginal	Australian Aboriginal	3	Italian	116	Central Italian	0.08620689655172414	Romance	0.8362068965517241	Europe	0.853448275862069	0.853448275862069	region(Australia != Europe, dom=0.85)
dongo	Dongo	Africa	Nilo-Saharan	Nilo-Saharan	147	Kinyarwanda	26	Niger-Congo	0.8076923076923077	Niger-Congo	0.8846153846153846	Africa	0.9615384615384616	1.7692307692307692	category(Nilo-Saharan != Niger-Congo, dom=0.88)
fongoro	Fongoro	Africa	Nilo-Saharan	Nilo-Saharan	149	Zulu	47	Niger-Congo	0.7659574468085106	Niger-Congo	0.8723404255319149	Africa	0.9148936170212766	1.7446808510638299	category(Nilo-Saharan != Niger-Congo, dom=0.87)
fur	Fur	Africa	Nilo-Saharan	Nilo-Saharan	147	Kinyarwanda	26	Niger-Congo	0.8076923076923077	Niger-Congo	0.8846153846153846	Africa	0.9615384615384616	1.7692307692307692	category(Nilo-Saharan != Niger-Congo, dom=0.88)
fut	Fut	Africa	Grassfields Bantoid	Niger-Congo	121	Ga	15	Niger-Congo	0.8666666666666667	Niger-Congo	1	Africa	1	2.6	family(Grassfields Bantoid != Niger-Congo, dom=0.87)
githabul	Githabul	Australia	Australian Aboriginal	Australian Aboriginal	3	Italian	116	Central Italian	0.08620689655172414	Romance	0.8362068965517241	Europe	0.853448275862069	0.853448275862069	region(Australia != Europe, dom=0.85)
wajarri	Wajarri	Australia	Australian Aboriginal	Australian Aboriginal	3	Italian	116	Central Italian	0.08620689655172414	Romance	0.8362068965517241	Europe	0.853448275862069	0.853448275862069	region(Australia != Europe, dom=0.85)
warlpiri	Warlpiri	Australia	Australian Aboriginal	Australian Aboriginal	132	Hausa	259	Chadic	0.8223938223938224	Afroasiatic	0.8494208494208494	Africa	0.9343629343629344	0.9343629343629344	region(Australia != Africa, dom=0.93)
warumungu	Warumungu	Australia	Australian Aboriginal	Australian Aboriginal	132	Hausa	259	Chadic	0.8223938223938224	Afroasiatic	0.8494208494208494	Africa	0.9343629343629344	0.9343629343629344	region(Australia != Africa, dom=0.93)
gvj	Guajá	South America	Tupian	Tupian	8	Roman	78	Daco-Romanian	0.10256410256410256	Romance	0.7948717948717948	Europe	0.8589743589743589	0.8589743589743589	region(South America != Europe, dom=0.86)
urb	Ka'apor	South America	Tupian	Tupian	8	Roman	78	Daco-Romanian	0.10256410256410256	Romance	0.7948717948717948	Europe	0.8589743589743589	0.8589743589743589	region(South America != Europe, dom=0.86)
kanak	Kanak	Pacific	Kanak languages	Austronesian	371	New Caledonia	37	Binanderean	0.10810810810810811	Papuan	0.972972972972973	Pacific	1	1.945945945945946	category(Austronesian != Papuan, dom=0.97)
american-finnish	American Finnish	North America	Finnish	Uralic	9	Finnic	173	Western Dialects	0.1329479768786127	Uralic	0.976878612716763	Eurasia	0.9826589595375722	0.9826589595375722	region(North America != Eurasia, dom=0.98)
american-finnish	American Finnish	North America	Finnish	Uralic	274	Northern Sami	104	Western Dialects	0.11538461538461539	Uralic	0.9807692307692307	Eurasia	0.9807692307692307	0.9807692307692307	region(North America != Eurasia, dom=0.98)
american-finnish	American Finnish	North America	Finnish	Uralic	283	Udmurt	125	Western Dialects	0.136	Uralic	1	Eurasia	0.984	0.984	region(North America != Eurasia, dom=0.98)
american-finnish	American Finnish	North America	Finnish	Uralic	320	Mari	96	Western Dialects	0.10416666666666667	Uralic	0.9895833333333334	Eurasia	0.9895833333333334	0.9895833333333334	region(North America != Eurasia, dom=0.99)
andaman-creole-hindi	Andaman Creole Hindi	Misc	Hindi-based	Creole	183	Hindi	94	Indo-Aryan	0.2872340425531915	Indo-Aryan	0.8297872340425532	Asia	0.9468085106382979	0.9468085106382979	region(Misc != Asia, dom=0.95)
bamboo-english	Bamboo English	Misc	Pidgin	Pidgin	25	Hawaiian	85	Kainantu–Goroka	0.2	Papuan	0.8352941176470589	Pacific	0.8705882352941177	0.8705882352941177	region(Misc != Pacific, dom=0.87)
bamboo-english	Bamboo English	Misc	Pidgin	Pidgin	309	Pacific English Creole	7	English-based	0.8571428571428571	Pidgin	0.8571428571428571	Misc	0.8571428571428571	2.571428571428571	family(Pidgin != English-based, dom=0.86)
barikanchi-pidgin	Barikanchi Pidgin	Misc	Pidgin	Pidgin	112	Yoruba	78	Niger-Congo	0.6025641025641025	Niger-Congo	0.6410256410256411	Africa	0.8717948717948718	0.8717948717948718	region(Misc != Africa, dom=0.87)
barikanchi-pidgin	Barikanchi Pidgin	Misc	Pidgin	Pidgin	132	Hausa	259	Chadic	0.8223938223938224	Afroasiatic	0.8494208494208494	Africa	0.9343629343629344	0.9343629343629344	region(Misc != Africa, dom=0.93)
barikanchi-pidgin	Barikanchi Pidgin	Misc	Pidgin	Pidgin	277	Zarma	44	Niger-Congo	0.6136363636363636	Niger-Congo	0.6363636363636364	Africa	0.9545454545454546	0.9545454545454546	region(Misc != Africa, dom=0.95)
brazilian-portuguese	Brazilian Portuguese	South America	Portuguese	Romance	233	Sardinian	72	Daco-Romanian	0.1111111111111111	Romance	1	Europe	0.9583333333333334	0.9583333333333334	region(South America != Europe, dom=0.96)
broken-oghibbeway	Broken Oghibbeway	Misc	Pidgin	Pidgin	186	Cree	20	Yuman	0.3	Yuman	0.35	North America	0.9	0.9	region(Misc != North America, dom=0.90)
broome-pearling-lugger-pidgin	Broome Pearling Lugger Pidgin	Misc	Pidgin	Pidgin	194	Indonesian	134	Formosan	0.21641791044776118	Papuan	0.5970149253731343	Pacific	0.917910447761194	0.917910447761194	region(Misc != Pacific, dom=0.92)
butler-english	Butler English	Misc	English-based	Pidgin	183	Hindi	94	Indo-Aryan	0.2872340425531915	Indo-Aryan	0.8297872340425532	Asia	0.9468085106382979	0.9468085106382979	region(Misc != Asia, dom=0.95)
butler-english	Butler English	Misc	English-based	Pidgin	203	Urdu	37	Indo-Aryan	0.43243243243243246	Indo-Aryan	0.918918918918919	Asia	0.972972972972973	2.810810810810811	category(Pidgin != Indo-Aryan, dom=0.92); region(Misc != Asia, dom=0.97)
kru-pidgin-english	Kru Pidgin English	Misc	English-based	Pidgin	112	Yoruba	78	Niger-Congo	0.6025641025641025	Niger-Congo	0.6410256410256411	Africa	0.8717948717948718	0.8717948717948718	region(Misc != Africa, dom=0.87)
liberian-interior-pidgin-english	Liberian Interior Pidgin English	Misc	English-based	Pidgin	113	Igbo	58	Niger-Congo	0.6724137931034483	Niger-Congo	0.7068965517241379	Africa	0.9310344827586207	0.9310344827586207	region(Misc != Africa, dom=0.93)
port-jackson-pidgin-english	Port Jackson Pidgin English	Misc	English-based	Pidgin	197	Samoan	62	Austronesian	0.25806451612903225	Papuan	0.532258064516129	Pacific	0.9516129032258065	0.9516129032258065	region(Misc != Pacific, dom=0.95)
thai-pidgin-english	Thai Pidgin English	Misc	English-based	Pidgin	251	Thai	89	Tai-Kadai	0.5280898876404494	Tai-Kadai	0.6853932584269663	Asia	0.9325842696629213	0.9325842696629213	region(Misc != Asia, dom=0.93)
tarifit	Tarifit	North Africa	Berber	Afroasiatic	112	Yoruba	78	Niger-Congo	0.6025641025641025	Niger-Congo	0.6410256410256411	Africa	0.8717948717948718	0.8717948717948718	region(North Africa != Africa, dom=0.87)
tarifit	Tarifit	North Africa	Berber	Afroasiatic	147	Kinyarwanda	26	Niger-Congo	0.8076923076923077	Niger-Congo	0.8846153846153846	Africa	0.9615384615384616	2.730769230769231	category(Afroasiatic != Niger-Congo, dom=0.88); region(North Africa != Africa, dom=0.96)
montenegrin	Montenegrin	Europe	Western South Slavic	Slavic	372	Bulgarian	21	South Dravidian	0.5714285714285714	Dravidian	0.8571428571428571	Asia	0.8571428571428571	2.571428571428571	category(Slavic != Dravidian, dom=0.86); region(Europe != Asia, dom=0.86)
hokchiu	Hokchiu	Asia	Min	Sino-Tibetan	68	Min	43	Min	0.27906976744186046	Sino-Tibetan	0.46511627906976744	East Asia	0.9069767441860465	0.9069767441860465	region(Asia != East Asia, dom=0.91)
min	Min	Sino-Tibetan region	Sino-Tibetan	Sino-Tibetan	68	Min	43	Min	0.27906976744186046	Sino-Tibetan	0.46511627906976744	East Asia	0.9069767441860465	0.9069767441860465	region(Sino-Tibetan region != East Asia, dom=0.91)
min	Min	Sino-Tibetan region	Sino-Tibetan	Sino-Tibetan	72	Hui	8	Hmong-Mien	0.25	Hmong-Mien	0.375	East Asia	0.875	0.875	region(Sino-Tibetan region != East Asia, dom=0.88)
proto-min	Proto Min	Sino-Tibetan region	Sino-Tibetan	Sino-Tibetan	68	Min	43	Min	0.27906976744186046	Sino-Tibetan	0.46511627906976744	East Asia	0.9069767441860465	0.9069767441860465	region(Sino-Tibetan region != East Asia, dom=0.91)
tausug	Tausug	Southeast Asia	Austronesian	Austronesian	252	Lao	70	Tai-Kadai	0.6571428571428571	Tai-Kadai	0.8857142857142857	Asia	0.9	2.6714285714285713	category(Austronesian != Tai-Kadai, dom=0.89); region(Southeast Asia != Asia, dom=0.90)
alak-bahnaric	Alak	Asia	Bahnaric	Austroasiatic	132	Hausa	259	Chadic	0.8223938223938224	Afroasiatic	0.8494208494208494	Africa	0.9343629343629344	0.9343629343629344	region(Asia != Africa, dom=0.93)
chrau-bahnaric	Chrau	Asia	Bahnaric	Austroasiatic	132	Hausa	259	Chadic	0.8223938223938224	Afroasiatic	0.8494208494208494	Africa	0.9343629343629344	0.9343629343629344	region(Asia != Africa, dom=0.93)
lavi-bahnaric	Lavi	Asia	Bahnaric	Austroasiatic	132	Hausa	259	Chadic	0.8223938223938224	Afroasiatic	0.8494208494208494	Africa	0.9343629343629344	0.9343629343629344	region(Asia != Africa, dom=0.93)
oi-bahnaric	Oi	Asia	Bahnaric	Austroasiatic	132	Hausa	259	Chadic	0.8223938223938224	Afroasiatic	0.8494208494208494	Africa	0.9343629343629344	0.9343629343629344	region(Asia != Africa, dom=0.93)
su-bahnaric	Su'	Asia	Bahnaric	Austroasiatic	132	Hausa	259	Chadic	0.8223938223938224	Afroasiatic	0.8494208494208494	Africa	0.9343629343629344	0.9343629343629344	region(Asia != Africa, dom=0.93)
thmon-bahnaric	Thmon	Asia	Bahnaric	Austroasiatic	132	Hausa	259	Chadic	0.8223938223938224	Afroasiatic	0.8494208494208494	Africa	0.9343629343629344	0.9343629343629344	region(Asia != Africa, dom=0.93)
wu	Wu	Sino-Tibetan region	Sino-Tibetan	Sino-Tibetan	69	Wu	49	West Hmongic	0.22448979591836735	Hmong-Mien	0.42857142857142855	East Asia	0.9591836734693877	0.9591836734693877	region(Sino-Tibetan region != East Asia, dom=0.96)
ecuadorian-spanish	Ecuadorian Spanish	Europe	Latin American	Romance	15	Hungarian	66	Hungarian	0.18181818181818182	Uralic	0.9696969696969697	Eurasia	0.9545454545454546	2.893939393939394	category(Romance != Uralic, dom=0.97); region(Europe != Eurasia, dom=0.95)
frenchville-french	Frenchville French	North America	US	Romance	279	Corsican	70	Oïl Dialects	0.21428571428571427	Romance	1	Europe	0.9285714285714286	0.9285714285714286	region(North America != Europe, dom=0.93)
m-tis-french	Métis French	North America	Canadian	Romance	279	Corsican	70	Oïl Dialects	0.21428571428571427	Romance	1	Europe	0.9285714285714286	0.9285714285714286	region(North America != Europe, dom=0.93)
transylvanian	Transylvanian	Europe	Daco-Romanian	Romance	15	Hungarian	66	Hungarian	0.18181818181818182	Uralic	0.9696969696969697	Eurasia	0.9545454545454546	2.893939393939394	category(Romance != Uralic, dom=0.97); region(Europe != Eurasia, dom=0.95)
latin-american-spanish	Latin American Spanish	Latin America	Latin American	Romance	173	Guarani	43	Tupian	0.20930232558139536	Tupian	0.20930232558139536	South America	0.8837209302325582	0.8837209302325582	region(Latin America != South America, dom=0.88)
chipilo	Chipilo	North America	Venetian	Romance	3	Italian	116	Central Italian	0.08620689655172414	Romance	0.8362068965517241	Europe	0.853448275862069	0.853448275862069	region(North America != Europe, dom=0.85)
mexican-spanish	Mexican Spanish	North America	Latin American	Romance	173	Guarani	43	Tupian	0.20930232558139536	Tupian	0.20930232558139536	South America	0.8837209302325582	0.8837209302325582	region(North America != South America, dom=0.88)
newfoundland-french	Newfoundland French	North America	Canadian	Romance	279	Corsican	70	Oïl Dialects	0.21428571428571427	Romance	1	Europe	0.9285714285714286	0.9285714285714286	region(North America != Europe, dom=0.93)
quebec-french	Quebec French	North America	Canadian	Romance	279	Corsican	70	Oïl Dialects	0.21428571428571427	Romance	1	Europe	0.9285714285714286	0.9285714285714286	region(North America != Europe, dom=0.93)
tuwat	Tuwat language	North Africa	Berber	Afroasiatic	132	Hausa	259	Chadic	0.8223938223938224	Afroasiatic	0.8494208494208494	Africa	0.9343629343629344	0.9343629343629344	region(North Africa != Africa, dom=0.93)
western-algerian-zenatic-dialects	Western Algerian Zenatic dialects	North Africa	Berber	Afroasiatic	132	Hausa	259	Chadic	0.8223938223938224	Afroasiatic	0.8494208494208494	Africa	0.9343629343629344	0.9343629343629344	region(North Africa != Africa, dom=0.93)
hun	Hungarian	Europe	Hungarian	Uralic	15	Hungarian	66	Hungarian	0.18181818181818182	Uralic	0.9696969696969697	Eurasia	0.9545454545454546	0.9545454545454546	region(Europe != Eurasia, dom=0.95)
vie-hue	Vietnamese Hue	Asia	Vietic	Austroasiatic	132	Hausa	259	Chadic	0.8223938223938224	Afroasiatic	0.8494208494208494	Africa	0.9343629343629344	0.9343629343629344	region(Asia != Africa, dom=0.93)
tuareg-tamasheq	Tuareg Tamasheq	North Africa	Berber	Afroasiatic	144	Gamo-Gofa-Dawro	14	Omotic	0.42857142857142855	Afroasiatic	1	Africa	0.8571428571428571	0.8571428571428571	region(North Africa != Africa, dom=0.86)
ghomara	Ghomara language	North Africa	Berber	Afroasiatic	132	Hausa	259	Chadic	0.8223938223938224	Afroasiatic	0.8494208494208494	Africa	0.9343629343629344	0.9343629343629344	region(North Africa != Africa, dom=0.93)
ugaritic	Ugaritic	Middle East	Other Canaanite	Afroasiatic	112	Yoruba	78	Niger-Congo	0.6025641025641025	Niger-Congo	0.6410256410256411	Africa	0.8717948717948718	0.8717948717948718	region(Middle East != Africa, dom=0.87)
ugaritic	Ugaritic	Middle East	Other Canaanite	Afroasiatic	145	Ganza	20	Niger-Congo	0.4	Niger-Congo	0.4	Africa	0.95	0.95	region(Middle East != Africa, dom=0.95)
coptic	Coptic	North Africa	Egyptian	Afroasiatic	144	Gamo-Gofa-Dawro	14	Omotic	0.42857142857142855	Afroasiatic	1	Africa	0.8571428571428571	0.8571428571428571	region(North Africa != Africa, dom=0.86)
cai-long	Cai Long	Sino-Tibetan region	Sino-Tibetan	Sino-Tibetan	104	Cai-Long	10	Bai	0.9	Sino-Tibetan	1	Sino-Tibetan region	1	2.7	family(Sino-Tibetan != Bai, dom=0.90)
cameroonian-pidgin-english	Cameroonian Pidgin English	Misc	English-based	Pidgin	112	Yoruba	78	Niger-Congo	0.6025641025641025	Niger-Congo	0.6410256410256411	Africa	0.8717948717948718	0.8717948717948718	region(Misc != Africa, dom=0.87)
cameroonian-pidgin-english	Cameroonian Pidgin English	Misc	English-based	Pidgin	146	Lingala	45	Niger-Congo	0.6666666666666666	Niger-Congo	0.7555555555555555	Africa	0.8888888888888888	0.8888888888888888	region(Misc != Africa, dom=0.89)
chenchu	Chenchu	Asia	South-Central Dravidian	Dravidian	254	Kannada	17	South Dravidian	0.9411764705882353	Dravidian	1	Asia	1	2.8235294117647056	family(South-Central Dravidian != South Dravidian, dom=0.94)
cochin-portuguese-creole	Cochin Portuguese Creole	Asia	Portuguese-based	Creole	255	Malayalam	18	South Dravidian	0.9444444444444444	Dravidian	0.9444444444444444	Asia	1	4.722222222222221	family(Portuguese-based != South Dravidian, dom=0.94); category(Creole != Dravidian, dom=0.94)
cocoliche	Cocoliche	Misc	Pidgin	Pidgin	3	Italian	116	Central Italian	0.08620689655172414	Romance	0.8362068965517241	Europe	0.853448275862069	0.853448275862069	region(Misc != Europe, dom=0.85)
cocoliche	Cocoliche	Misc	Pidgin	Pidgin	286	Asturian	29	Astur-Leonese	0.3448275862068966	Romance	0.9655172413793104	Europe	0.7931034482758621	1.9310344827586208	category(Pidgin != Romance, dom=0.97)
dida	Dida	Africa	Kru	Niger-Congo	125	Dida	11	Niger-Congo	0.9090909090909091	Niger-Congo	1	Africa	1	2.727272727272727	family(Kru != Niger-Congo, dom=0.91)
duvle-wano-pidgin	Duvle-Wano Pidgin	Misc	Pidgin	Pidgin	25	Hawaiian	85	Kainantu–Goroka	0.2	Papuan	0.8352941176470589	Pacific	0.8705882352941177	0.8705882352941177	region(Misc != Pacific, dom=0.87)
e	E mixed	Misc	Mixed	Mixed	81	Toto	20	Bodish	0.25	Sino-Tibetan	0.95	Sino-Tibetan region	0.55	1.9	category(Mixed != Sino-Tibetan, dom=0.95)
gan	Gan	Sino-Tibetan region	Sino-Tibetan	Sino-Tibetan	67	Gan	19	Bu–Nao	0.15789473684210525	Hmong-Mien	0.47368421052631576	East Asia	0.9473684210526315	0.9473684210526315	region(Sino-Tibetan region != East Asia, dom=0.95)
l-ngua-geral-amaz-nica	Língua Geral Amazônica	Misc	Mixed	Mixed	173	Guarani	43	Tupian	0.20930232558139536	Tupian	0.20930232558139536	South America	0.8837209302325582	0.8837209302325582	region(Misc != South America, dom=0.88)
l-ngua-geral-paulista	Língua Geral Paulista	Misc	Mixed	Mixed	8	Roman	78	Daco-Romanian	0.10256410256410256	Romance	0.7948717948717948	Europe	0.8589743589743589	0.8589743589743589	region(Misc != Europe, dom=0.86)
l-ngua-geral-paulista	Língua Geral Paulista	Misc	Mixed	Mixed	173	Guarani	43	Tupian	0.20930232558139536	Tupian	0.20930232558139536	South America	0.8837209302325582	0.8837209302325582	region(Misc != South America, dom=0.88)
laiuse-romani	Laiuse Romani	Eurasia	Romani	Indo-Aryan	9	Finnic	173	Western Dialects	0.1329479768786127	Uralic	0.976878612716763	Eurasia	0.9826589595375722	1.953757225433526	category(Indo-Aryan != Uralic, dom=0.98)
lingling	Lingling	East Asia	Mixed	Mixed	66	Mandarin	25	West Hmongic	0.44	Hmong-Mien	0.96	East Asia	1	1.92	category(Mixed != Hmong-Mien, dom=0.96)
madras-bashai	Madras Bashai	Misc	Pidgin	Pidgin	183	Hindi	94	Indo-Aryan	0.2872340425531915	Indo-Aryan	0.8297872340425532	Asia	0.9468085106382979	0.9468085106382979	region(Misc != Asia, dom=0.95)
madras-bashai	Madras Bashai	Misc	Pidgin	Pidgin	199	Tamil	48	South Dravidian	0.5833333333333334	Dravidian	0.7291666666666666	Asia	0.9583333333333334	0.9583333333333334	region(Misc != Asia, dom=0.96)
magoua	Magoua	North America	Canadian	Romance	233	Sardinian	72	Daco-Romanian	0.1111111111111111	Romance	1	Europe	0.9583333333333334	0.9583333333333334	region(North America != Europe, dom=0.96)
manglish	Manglish	Asia	English-based	Creole	309	Pacific English Creole	7	English-based	0.8571428571428571	Pidgin	0.8571428571428571	Misc	0.8571428571428571	2.571428571428571	category(Creole != Pidgin, dom=0.86); region(Asia != Misc, dom=0.86)
maritime-polynesian-pidgin	Maritime Polynesian Pidgin	Misc	Pidgin	Pidgin	25	Hawaiian	85	Kainantu–Goroka	0.2	Papuan	0.8352941176470589	Pacific	0.8705882352941177	0.8705882352941177	region(Misc != Pacific, dom=0.87)
masmaje-language	Masmaje language	Africa	Chadic	Afroasiatic	155	Chichewa	36	Niger-Congo	0.8611111111111112	Niger-Congo	0.8888888888888888	Africa	1	4.361111111111111	family(Chadic != Niger-Congo, dom=0.86); category(Afroasiatic != Niger-Congo, dom=0.89)
massa-chadic	Massa	Africa	Chadic	Afroasiatic	149	Zulu	47	Niger-Congo	0.7659574468085106	Niger-Congo	0.8723404255319149	Africa	0.9148936170212766	1.7446808510638299	category(Afroasiatic != Niger-Congo, dom=0.87)
matawai	Matawai	South America	English-based	Creole	113	Igbo	58	Niger-Congo	0.6724137931034483	Niger-Congo	0.7068965517241379	Africa	0.9310344827586207	0.9310344827586207	region(South America != Africa, dom=0.93)
matawai	Matawai	South America	English-based	Creole	120	Ewe	36	Niger-Congo	0.4722222222222222	Niger-Congo	0.5	Africa	0.9166666666666666	0.9166666666666666	region(South America != Africa, dom=0.92)
mediterranean-lingua-franca	Mediterranean Lingua Franca	Misc	Pidgin	Pidgin	3	Italian	116	Central Italian	0.08620689655172414	Romance	0.8362068965517241	Europe	0.853448275862069	0.853448275862069	region(Misc != Europe, dom=0.85)
mekeo-pidgins	Mekeo pidgins	Misc	Pidgin	Pidgin	25	Hawaiian	85	Kainantu–Goroka	0.2	Papuan	0.8352941176470589	Pacific	0.8705882352941177	0.8705882352941177	region(Misc != Pacific, dom=0.87)
melanesian-pidgin	Melanesian Pidgin	Pacific	English-based	Creole	263	Tok Pisin	217	Kainantu–Goroka	0.15668202764976957	Papuan	0.967741935483871	Pacific	0.9953917050691244	1.935483870967742	category(Creole != Papuan, dom=0.97)
melanesian-pidgin	Melanesian Pidgin	Pacific	English-based	Creole	360	Papuan	110	Southeast Papuan	0.2	Papuan	0.9272727272727272	Pacific	0.9727272727272728	1.8545454545454545	category(Creole != Papuan, dom=0.93)
micronesian-pidgin-english	Micronesian Pidgin English	Misc	English-based	Pidgin	198	Fijian	95	Austronesian	0.2	Papuan	0.6421052631578947	Pacific	0.9578947368421052	0.9578947368421052	region(Misc != Pacific, dom=0.96)
mineiro	Mineiro	South America	Portuguese	Romance	233	Sardinian	72	Daco-Romanian	0.1111111111111111	Romance	1	Europe	0.9583333333333334	0.9583333333333334	region(South America != Europe, dom=0.96)
nauru-pidgin-english	Nauru Pidgin English	Misc	English-based	Pidgin	198	Fijian	95	Austronesian	0.2	Papuan	0.6421052631578947	Pacific	0.9578947368421052	0.9578947368421052	region(Misc != Pacific, dom=0.96)
nauru-pidgin-english	Nauru Pidgin English	Misc	English-based	Pidgin	370	Central Pacific	52	Polynesian	0.21153846153846154	Papuan	0.5	Pacific	0.8846153846153846	0.8846153846153846	region(Misc != Pacific, dom=0.88)
ndyuka	Ndyuka	South America	English-based	Creole	120	Ewe	36	Niger-Congo	0.4722222222222222	Niger-Congo	0.5	Africa	0.9166666666666666	0.9166666666666666	region(South America != Africa, dom=0.92)
ndyuka-tiriy-pidgin	Ndyuka-Tiriyó Pidgin	Misc	Pidgin	Pidgin	112	Yoruba	78	Niger-Congo	0.6025641025641025	Niger-Congo	0.6410256410256411	Africa	0.8717948717948718	0.8717948717948718	region(Misc != Africa, dom=0.87)
ndyuka-tiriy-pidgin	Ndyuka-Tiriyó Pidgin	Misc	Pidgin	Pidgin	113	Igbo	58	Niger-Congo	0.6724137931034483	Niger-Congo	0.7068965517241379	Africa	0.9310344827586207	0.9310344827586207	region(Misc != Africa, dom=0.93)
ndyuka-tiriy-pidgin	Ndyuka-Tiriyó Pidgin	Misc	Pidgin	Pidgin	173	Guarani	43	Tupian	0.20930232558139536	Tupian	0.20930232558139536	South America	0.8837209302325582	0.8837209302325582	region(Misc != South America, dom=0.88)
palenquero	Palenquero	Misc	Spanish-based	Creole	153	Kongo	41	Niger-Congo	0.7073170731707317	Niger-Congo	0.8048780487804879	Africa	0.9512195121951219	0.9512195121951219	region(Misc != Africa, dom=0.95)
papua-new-guinea-pidgin	Papua New Guinea Pidgin	Misc	English-based	Pidgin	263	Tok Pisin	217	Kainantu–Goroka	0.15668202764976957	Papuan	0.967741935483871	Pacific	0.9953917050691244	2.9308755760368665	category(Pidgin != Papuan, dom=0.97); region(Misc != Pacific, dom=1.00)
papua-new-guinea-pidgin	Papua New Guinea Pidgin	Misc	English-based	Pidgin	370	Central Pacific	52	Polynesian	0.21153846153846154	Papuan	0.5	Pacific	0.8846153846153846	0.8846153846153846	region(Misc != Pacific, dom=0.88)
papuan-malay	Papuan Malay	Asia	Malay-based	Creole	454	Papuan Malay	19	Southeast Papuan	0.5263157894736842	Papuan	0.9473684210526315	Pacific	0.9473684210526315	2.8421052631578947	category(Creole != Papuan, dom=0.95); region(Asia != Pacific, dom=0.95)
papuan-pidgin-english	Papuan Pidgin English	Misc	English-based	Pidgin	360	Papuan	110	Southeast Papuan	0.2	Papuan	0.9272727272727272	Pacific	0.9727272727272728	2.827272727272727	category(Pidgin != Papuan, dom=0.93); region(Misc != Pacific, dom=0.97)
papuan-pidgin-english	Papuan Pidgin English	Misc	English-based	Pidgin	368	Melanesian Vanuatu	49	Kainantu–Goroka	0.16326530612244897	Papuan	0.9183673469387755	Pacific	0.9591836734693877	2.795918367346939	category(Pidgin != Papuan, dom=0.92); region(Misc != Pacific, dom=0.96)
pidgin-hawaiian	Pidgin Hawaiian	Misc	Pidgin	Pidgin	25	Hawaiian	85	Kainantu–Goroka	0.2	Papuan	0.8352941176470589	Pacific	0.8705882352941177	0.8705882352941177	region(Misc != Pacific, dom=0.87)
pidgin-iha	Pidgin Iha	Misc	Pidgin	Pidgin	25	Hawaiian	85	Kainantu–Goroka	0.2	Papuan	0.8352941176470589	Pacific	0.8705882352941177	0.8705882352941177	region(Misc != Pacific, dom=0.87)
pidgin-ngarluma	Pidgin Ngarluma	Misc	Pidgin	Pidgin	25	Hawaiian	85	Kainantu–Goroka	0.2	Papuan	0.8352941176470589	Pacific	0.8705882352941177	0.8705882352941177	region(Misc != Pacific, dom=0.87)
pidgin-onin	Pidgin Onin	Misc	Pidgin	Pidgin	25	Hawaiian	85	Kainantu–Goroka	0.2	Papuan	0.8352941176470589	Pacific	0.8705882352941177	0.8705882352941177	region(Misc != Pacific, dom=0.87)
pidgin-wolof	Pidgin Wolof	Misc	Pidgin	Pidgin	115	Wolof	19	Niger-Congo	0.42105263157894735	Niger-Congo	0.5789473684210527	Africa	0.9473684210526315	0.9473684210526315	region(Misc != Africa, dom=0.95)
pretoria-sotho	Pretoria Sotho	Misc	Sotho-Tswana-based	Creole	148	Shona	35	Niger-Congo	0.7714285714285715	Niger-Congo	0.8285714285714286	Africa	0.9428571428571428	0.9428571428571428	region(Misc != Africa, dom=0.94)
pretoria-sotho	Pretoria Sotho	Misc	Sotho-Tswana-based	Creole	149	Zulu	47	Niger-Congo	0.7659574468085106	Niger-Congo	0.8723404255319149	Africa	0.9148936170212766	2.6595744680851063	category(Creole != Niger-Congo, dom=0.87); region(Misc != Africa, dom=0.91)
