iso	name	langRegion	langFamily	langCategory	base	baseName	baseUses	dominantFamily	dominantFamilyDominance	dominantCategory	dominantCategoryDominance	dominantRegion	dominantRegionDominance	score	reasons
pretoria-sotho	Pretoria Sotho	Misc	Sotho-Tswana-based	Creole	151	Sesotho	53	Niger-Congo	0.9056603773584906	Niger-Congo	0.9433962264150944	Africa	0.9433962264150944	5.547169811320755	family(Sotho-Tswana-based != Niger-Congo, dom=0.91); category(Creole != Niger-Congo, dom=0.94); region(Misc != Africa, dom=0.94)
pretoria-sotho	Pretoria Sotho	Misc	Sotho-Tswana-based	Creole	152	Tswana	54	Niger-Congo	0.7777777777777778	Niger-Congo	0.7962962962962963	Africa	0.9444444444444444	0.9444444444444444	region(Misc != Africa, dom=0.94)
koryo-mar	Koryo-mar	Eurasia	Koreanic	Koreanic	9	Finnic	173	Western Dialects	0.1329479768786127	Uralic	0.976878612716763	Eurasia	0.9826589595375722	1.953757225433526	category(Koreanic != Uralic, dom=0.98)
koryo-mar	Koryo-mar	Eurasia	Koreanic	Koreanic	274	Northern Sami	104	Western Dialects	0.11538461538461539	Uralic	0.9807692307692307	Eurasia	0.9807692307692307	1.9615384615384615	category(Koreanic != Uralic, dom=0.98)
uralic-yukaghir	Uralic-Yukaghir	Eurasia	Proposed Groupings	Hypothetical	9	Finnic	173	Western Dialects	0.1329479768786127	Uralic	0.976878612716763	Eurasia	0.9826589595375722	1.953757225433526	category(Hypothetical != Uralic, dom=0.98)
uralic-yukaghir	Uralic-Yukaghir	Eurasia	Proposed Groupings	Hypothetical	274	Northern Sami	104	Western Dialects	0.11538461538461539	Uralic	0.9807692307692307	Eurasia	0.9807692307692307	1.9615384615384615	category(Hypothetical != Uralic, dom=0.98)
uralic-yukaghir	Uralic-Yukaghir	Eurasia	Proposed Groupings	Hypothetical	320	Mari	96	Western Dialects	0.10416666666666667	Uralic	0.9895833333333334	Eurasia	0.9895833333333334	1.9791666666666667	category(Hypothetical != Uralic, dom=0.99)
queensland-kanaka-english	Queensland Kanaka English	Misc	English-based	Pidgin	198	Fijian	95	Austronesian	0.2	Papuan	0.6421052631578947	Pacific	0.9578947368421052	0.9578947368421052	region(Misc != Pacific, dom=0.96)
queensland-kanaka-english	Queensland Kanaka English	Misc	English-based	Pidgin	360	Papuan	110	Southeast Papuan	0.2	Papuan	0.9272727272727272	Pacific	0.9727272727272728	2.827272727272727	category(Pidgin != Papuan, dom=0.93); region(Misc != Pacific, dom=0.97)
samoan-plantation-pidgin	Samoan Plantation Pidgin	Misc	English-based	Pidgin	197	Samoan	62	Austronesian	0.25806451612903225	Papuan	0.532258064516129	Pacific	0.9516129032258065	0.9516129032258065	region(Misc != Pacific, dom=0.95)
samoan-plantation-pidgin	Samoan Plantation Pidgin	Misc	English-based	Pidgin	370	Central Pacific	52	Polynesian	0.21153846153846154	Papuan	0.5	Pacific	0.8846153846153846	0.8846153846153846	region(Misc != Pacific, dom=0.88)
santiago-creole	Santiago Creole	Upper Guinea	Portuguese-based	Creole	308	Caribbean English Creole	20	English-based	0.95	Creole	1	Caribbean	0.95	3.8	family(Portuguese-based != English-based, dom=0.95); region(Upper Guinea != Caribbean, dom=0.95)
saramaccan	Saramaccan	South America	English-based	Creole	112	Yoruba	78	Niger-Congo	0.6025641025641025	Niger-Congo	0.6410256410256411	Africa	0.8717948717948718	0.8717948717948718	region(South America != Africa, dom=0.87)
simplified-italian-of-libya	Simplified Italian of Libya	Misc	Pidgin	Pidgin	3	Italian	116	Central Italian	0.08620689655172414	Romance	0.8362068965517241	Europe	0.853448275862069	0.853448275862069	region(Misc != Europe, dom=0.85)
simplified-italian-of-libya	Simplified Italian of Libya	Misc	Pidgin	Pidgin	17	Berber	81	Berber	0.3950617283950617	Afroasiatic	0.9382716049382716	Africa	0.4691358024691358	1.876543209876543	category(Pidgin != Afroasiatic, dom=0.94)
simplified-italian-of-somalia	Simplified Italian of Somalia	Misc	Pidgin	Pidgin	3	Italian	116	Central Italian	0.08620689655172414	Romance	0.8362068965517241	Europe	0.853448275862069	0.853448275862069	region(Misc != Europe, dom=0.85)
solomon-islands-pijin	Solomon Islands Pijin	Misc	English-based	Pidgin	197	Samoan	62	Austronesian	0.25806451612903225	Papuan	0.532258064516129	Pacific	0.9516129032258065	0.9516129032258065	region(Misc != Pacific, dom=0.95)
solomon-islands-pijin	Solomon Islands Pijin	Misc	English-based	Pidgin	360	Papuan	110	Southeast Papuan	0.2	Papuan	0.9272727272727272	Pacific	0.9727272727272728	2.827272727272727	category(Pidgin != Papuan, dom=0.93); region(Misc != Pacific, dom=0.97)
solomon-islands-pijin	Solomon Islands Pijin	Misc	English-based	Pidgin	368	Melanesian Vanuatu	49	Kainantu–Goroka	0.16326530612244897	Papuan	0.9183673469387755	Pacific	0.9591836734693877	2.795918367346939	category(Pidgin != Papuan, dom=0.92); region(Misc != Pacific, dom=0.96)
tangwang	Tangwang	Misc	Chinese-based	Mixed	47	Tibetan	45	Sino-Tibetan	0.3111111111111111	Sino-Tibetan	0.9111111111111111	Asia	0.4666666666666667	1.8222222222222222	category(Mixed != Sino-Tibetan, dom=0.91)
tangwang	Tangwang	Misc	Chinese-based	Mixed	70	Xiang	18	Min	0.16666666666666666	Sino-Tibetan	0.4444444444444444	East Asia	0.8888888888888888	0.8888888888888888	region(Misc != East Asia, dom=0.89)
torres-strait-creole	Torres Strait Creole	Pacific	English-based	Creole	263	Tok Pisin	217	Kainantu–Goroka	0.15668202764976957	Papuan	0.967741935483871	Pacific	0.9953917050691244	1.935483870967742	category(Creole != Papuan, dom=0.97)
torres-strait-creole	Torres Strait Creole	Pacific	English-based	Creole	312	Harari-Argobba	39	Australian Aboriginal	0.8717948717948718	Australian Aboriginal	0.8717948717948718	Australia	0.8717948717948718	5.230769230769232	family(English-based != Australian Aboriginal, dom=0.87); category(Creole != Australian Aboriginal, dom=0.87); region(Pacific != Australia, dom=0.87)
tsotsitaal	Tsotsitaal	Misc	Tswana-based	Creole	151	Sesotho	53	Niger-Congo	0.9056603773584906	Niger-Congo	0.9433962264150944	Africa	0.9433962264150944	5.547169811320755	family(Tswana-based != Niger-Congo, dom=0.91); category(Creole != Niger-Congo, dom=0.94); region(Misc != Africa, dom=0.94)
tsotsitaal	Tsotsitaal	Misc	Tswana-based	Creole	152	Tswana	54	Niger-Congo	0.7777777777777778	Niger-Congo	0.7962962962962963	Africa	0.9444444444444444	0.9444444444444444	region(Misc != Africa, dom=0.94)
uralo-siberian	Uralo-Siberian	Eurasia	Proposed Groupings	Hypothetical	9	Finnic	173	Western Dialects	0.1329479768786127	Uralic	0.976878612716763	Eurasia	0.9826589595375722	1.953757225433526	category(Hypothetical != Uralic, dom=0.98)
vedda-language	Vedda language	Misc	Sinhala-based	Creole	199	Tamil	48	South Dravidian	0.5833333333333334	Dravidian	0.7291666666666666	Asia	0.9583333333333334	0.9583333333333334	region(Misc != Asia, dom=0.96)
vedda-language	Vedda language	Misc	Sinhala-based	Creole	205	Sinhala	11	Indo-Aryan	0.2727272727272727	Indo-Aryan	0.7272727272727273	Asia	0.9090909090909091	0.9090909090909091	region(Misc != Asia, dom=0.91)
xiang	Xiang	Sino-Tibetan region	Sino-Tibetan	Sino-Tibetan	70	Xiang	18	Min	0.16666666666666666	Sino-Tibetan	0.4444444444444444	East Asia	0.8888888888888888	0.8888888888888888	region(Sino-Tibetan region != East Asia, dom=0.89)
lozi	Lozi	Africa	Bantu	Niger-Congo	151	Sesotho	53	Niger-Congo	0.9056603773584906	Niger-Congo	0.9433962264150944	Africa	0.9433962264150944	2.716981132075472	family(Bantu != Niger-Congo, dom=0.91)
sar	Sar	Africa	Central Sudanic	Nilo-Saharan	118	Mandinka	20	Niger-Congo	0.8	Niger-Congo	0.9	Africa	1	1.8	category(Nilo-Saharan != Niger-Congo, dom=0.90)
sogdian	Sogdian	Central Asia	Iranian	Iranian	212	Persian	22	Iranian	0.6818181818181818	Iranian	0.7727272727272727	Asia	0.9090909090909091	0.9090909090909091	region(Central Asia != Asia, dom=0.91)
tupi	Tupi	South America	Tupian	Tupian	8	Roman	78	Daco-Romanian	0.10256410256410256	Romance	0.7948717948717948	Europe	0.8589743589743589	0.8589743589743589	region(South America != Europe, dom=0.86)
kasiguranin	Kasiguranin	Southeast Asia	Philippine	Austronesian	194	Indonesian	134	Formosan	0.21641791044776118	Papuan	0.5970149253731343	Pacific	0.917910447761194	0.917910447761194	region(Southeast Asia != Pacific, dom=0.92)
gullah	Gullah	North America	English-based	Creole	112	Yoruba	78	Niger-Congo	0.6025641025641025	Niger-Congo	0.6410256410256411	Africa	0.8717948717948718	0.8717948717948718	region(North America != Africa, dom=0.87)
gullah	Gullah	North America	English-based	Creole	114	Fula	17	Niger-Congo	0.5294117647058824	Niger-Congo	0.6470588235294118	Africa	0.9411764705882353	0.9411764705882353	region(North America != Africa, dom=0.94)
guyanese-creole	Guyanese Creole	South America	English-based	Creole	112	Yoruba	78	Niger-Congo	0.6025641025641025	Niger-Congo	0.6410256410256411	Africa	0.8717948717948718	0.8717948717948718	region(South America != Africa, dom=0.87)
guyanese-creole	Guyanese Creole	South America	English-based	Creole	120	Ewe	36	Niger-Congo	0.4722222222222222	Niger-Congo	0.5	Africa	0.9166666666666666	0.9166666666666666	region(South America != Africa, dom=0.92)
haflong-hindi	Haflong Hindi	Misc	Pidgin	Pidgin	183	Hindi	94	Indo-Aryan	0.2872340425531915	Indo-Aryan	0.8297872340425532	Asia	0.9468085106382979	0.9468085106382979	region(Misc != Asia, dom=0.95)
haflong-hindi	Haflong Hindi	Misc	Pidgin	Pidgin	201	Bengali	82	Indo-Aryan	0.15853658536585366	Indo-Aryan	0.7926829268292683	Asia	0.9634146341463414	0.9634146341463414	region(Misc != Asia, dom=0.96)
harari	Harari	Horn of Africa	Harari-Argobba Ethio-Semitic	Afroasiatic	312	Harari-Argobba	39	Australian Aboriginal	0.8717948717948718	Australian Aboriginal	0.8717948717948718	Australia	0.8717948717948718	5.230769230769232	family(Harari-Argobba Ethio-Semitic != Australian Aboriginal, dom=0.87); category(Afroasiatic != Australian Aboriginal, dom=0.87); region(Horn of Africa != Australia, dom=0.87)
harari-east-gurage	Harari-East Gurage	Horn of Africa	Harari-Argobba Ethio-Semitic	Afroasiatic	312	Harari-Argobba	39	Australian Aboriginal	0.8717948717948718	Australian Aboriginal	0.8717948717948718	Australia	0.8717948717948718	5.230769230769232	family(Harari-Argobba Ethio-Semitic != Australian Aboriginal, dom=0.87); category(Afroasiatic != Australian Aboriginal, dom=0.87); region(Horn of Africa != Australia, dom=0.87)
hawaiian-pidgin-english	Hawaiian Pidgin English	Misc	English-based	Pidgin	25	Hawaiian	85	Kainantu–Goroka	0.2	Papuan	0.8352941176470589	Pacific	0.8705882352941177	0.8705882352941177	region(Misc != Pacific, dom=0.87)
hawaiian-pidgin-english	Hawaiian Pidgin English	Misc	English-based	Pidgin	370	Central Pacific	52	Polynesian	0.21153846153846154	Papuan	0.5	Pacific	0.8846153846153846	0.8846153846153846	region(Misc != Pacific, dom=0.88)
hezhou	Hezhou	Misc	Mixed	Mixed	47	Tibetan	45	Sino-Tibetan	0.3111111111111111	Sino-Tibetan	0.9111111111111111	Asia	0.4666666666666667	1.8222222222222222	category(Mixed != Sino-Tibetan, dom=0.91)
hezhou	Hezhou	Misc	Mixed	Mixed	69	Wu	49	West Hmongic	0.22448979591836735	Hmong-Mien	0.42857142857142855	East Asia	0.9591836734693877	0.9591836734693877	region(Misc != East Asia, dom=0.96)
hre	Hre	Asia	Bahnaric	Austroasiatic	181	Santali	8	Munda	0.875	Austroasiatic	1	Asia	1	2.625	family(Bahnaric != Munda, dom=0.88)
international-sign	International Sign	Misc	Pidgin	Pidgin	198	Fijian	95	Austronesian	0.2	Papuan	0.6421052631578947	Pacific	0.9578947368421052	0.9578947368421052	region(Misc != Pacific, dom=0.96)
italian-eritrean	Italian Eritrean	Misc	Pidgin	Pidgin	3	Italian	116	Central Italian	0.08620689655172414	Romance	0.8362068965517241	Europe	0.853448275862069	0.853448275862069	region(Misc != Europe, dom=0.85)
italo-paulista	Italo-Paulista	Misc	Pidgin	Pidgin	3	Italian	116	Central Italian	0.08620689655172414	Romance	0.8362068965517241	Europe	0.853448275862069	0.853448275862069	region(Misc != Europe, dom=0.85)
kiranti	Kiranti	Sino-Tibetan region	Sino-Tibetan	Sino-Tibetan	56	Kiranti	32	Kiranti	0.84375	Sino-Tibetan	0.96875	Asia	0.9375	0.9375	region(Sino-Tibetan region != Asia, dom=0.94)
kwinti	Kwinti	South America	English-based	Creole	112	Yoruba	78	Niger-Congo	0.6025641025641025	Niger-Congo	0.6410256410256411	Africa	0.8717948717948718	0.8717948717948718	region(South America != Africa, dom=0.87)
kwinti	Kwinti	South America	English-based	Creole	113	Igbo	58	Niger-Congo	0.6724137931034483	Niger-Congo	0.7068965517241379	Africa	0.9310344827586207	0.9310344827586207	region(South America != Africa, dom=0.93)
kwoma-manambu-pidgin	Kwoma-Manambu Pidgin	Misc	Pidgin	Pidgin	25	Hawaiian	85	Kainantu–Goroka	0.2	Papuan	0.8352941176470589	Pacific	0.8705882352941177	0.8705882352941177	region(Misc != Pacific, dom=0.87)
kgg	Kusunda	Asia	Kusunda	Kusunda isolate	56	Kiranti	32	Kiranti	0.84375	Sino-Tibetan	0.96875	Asia	0.9375	1.9375	category(Kusunda isolate != Sino-Tibetan, dom=0.97)
waxiang	Waxiang	Misc	Mixed	Mixed	71	Jin	9	Hmong-Mien	0.2222222222222222	Hmong-Mien	0.5555555555555556	East Asia	0.8888888888888888	0.8888888888888888	region(Misc != East Asia, dom=0.89)
wym	Wymysorys	Europe	Germanic	Germanic	234	Romansh	28	Romansh	0.2857142857142857	Romance	0.9642857142857143	Europe	1	1.9285714285714286	category(Germanic != Romance, dom=0.96)
buk	Bukawa	Pacific	Austronesian	Austronesian	520	North New Guinea	20	Southeast Papuan	0.7	Papuan	0.9	Pacific	1	1.8	category(Austronesian != Papuan, dom=0.90)
xvi	Kamviri	Asia	Nuristani	Indo-Iranian	288	Kashmiri	27	Indo-Aryan	0.5555555555555556	Indo-Aryan	0.9259259259259259	Asia	1	1.8518518518518519	category(Indo-Iranian != Indo-Aryan, dom=0.93)
bsh	Kati	Asia	Nuristani	Indo-Iranian	288	Kashmiri	27	Indo-Aryan	0.5555555555555556	Indo-Aryan	0.9259259259259259	Asia	1	1.8518518518518519	category(Indo-Iranian != Indo-Aryan, dom=0.93)
lss	Lasi	Asia	Iranian	Iranian	289	Sindhi	25	Indo-Aryan	0.76	Indo-Aryan	0.96	Asia	1	1.92	category(Iranian != Indo-Aryan, dom=0.96)
pbu	Pashto, Northern	Asia	Iranian	Iranian	202	Punjabi	55	Indo-Aryan	0.509090909090909	Indo-Aryan	0.9818181818181818	Asia	1	1.9636363636363636	category(Iranian != Indo-Aryan, dom=0.98)
ydg	Yadgha	Asia	Iranian	Iranian	203	Urdu	37	Indo-Aryan	0.43243243243243246	Indo-Aryan	0.918918918918919	Asia	0.972972972972973	1.837837837837838	category(Iranian != Indo-Aryan, dom=0.92)
rah	Rabha	Asia	Boro-Garo	Sino-Tibetan	65	Arunachal	7	Sino-Tibetan	0.8571428571428571	Sino-Tibetan	1	Sino-Tibetan region	0.8571428571428571	3.4285714285714284	family(Boro-Garo != Sino-Tibetan, dom=0.86); region(Asia != Sino-Tibetan region, dom=0.86)
dis	Dimasa	Asia	Boro-Garo	Sino-Tibetan	64	Jingpho-Luish	20	Sino-Tibetan	0.6	Sino-Tibetan	1	Sino-Tibetan region	0.95	0.95	region(Asia != Sino-Tibetan region, dom=0.95)
rop	Kriol	Pacific	English-based	Creole	263	Tok Pisin	217	Kainantu–Goroka	0.15668202764976957	Papuan	0.967741935483871	Pacific	0.9953917050691244	1.935483870967742	category(Creole != Papuan, dom=0.97)
rop	Kriol	Pacific	English-based	Creole	312	Harari-Argobba	39	Australian Aboriginal	0.8717948717948718	Australian Aboriginal	0.8717948717948718	Australia	0.8717948717948718	5.230769230769232	family(English-based != Australian Aboriginal, dom=0.87); category(Creole != Australian Aboriginal, dom=0.87); region(Pacific != Australia, dom=0.87)
xxm	Minkin	Australia	Australian Aboriginal	Australian Aboriginal	132	Hausa	259	Chadic	0.8223938223938224	Afroasiatic	0.8494208494208494	Africa	0.9343629343629344	0.9343629343629344	region(Australia != Africa, dom=0.93)
umr	Umbugarla	Australia	Australian Aboriginal	Australian Aboriginal	132	Hausa	259	Chadic	0.8223938223938224	Afroasiatic	0.8494208494208494	Africa	0.9343629343629344	0.9343629343629344	region(Australia != Africa, dom=0.93)
wdj	Wadjiginy	Australia	Australian Aboriginal	Australian Aboriginal	132	Hausa	259	Chadic	0.8223938223938224	Afroasiatic	0.8494208494208494	Africa	0.9343629343629344	0.9343629343629344	region(Australia != Africa, dom=0.93)
noa	Wounaan	Central America	Chocoan	Chocoan	422	Warao Delta	40	Tucanoan	0.225	Language isolate	0.225	South America	0.975	0.975	region(Central America != South America, dom=0.97)
pakistani-english	Pakistani English	Asia	Germanic	Germanic	203	Urdu	37	Indo-Aryan	0.43243243243243246	Indo-Aryan	0.918918918918919	Asia	0.972972972972973	1.837837837837838	category(Germanic != Indo-Aryan, dom=0.92)
